start,end,n_hours,drop_mm,slope_median
2025-06-17 05:00:00,2025-06-17 18:00:00,14,3.637,-0.276
2025-06-18 05:00:00,2025-06-18 16:00:00,10,4.287,-0.488
2025-06-30 10:00:00,2025-06-30 18:00:00,8,3.239,-0.615
2025-08-15 12:00:00,2025-08-16 04:00:00,17,5.934,-0.387
2025-08-23 07:00:00,2025-08-23 14:00:00,8,3.11,-0.482
