start,end,n_hours,drop_mm,slope_median
2025-08-06 10:00:00,2025-08-07 05:00:00,20,10.285,-0.506
2025-08-13 02:00:00,2025-08-13 11:00:00,9,4.901,-0.772
2025-08-14 17:00:00,2025-08-15 08:00:00,16,8.547,-0.696
