msgTime,liquidLevelValue,liquidLevel_clean,is_outlier,liquidLevel_clean_smooth,roll_slope,mask_final,is_drain
2025-06-15 00:00:00,6.7,6.7,0.0,6.7,,False,False
2025-06-15 01:00:00,7.047,7.047,0.0,7.047,,False,False
2025-06-15 02:00:00,7.053,7.053,0.0,7.053,,False,False
2025-06-15 03:00:00,6.838,6.838,0.0,6.838,,False,False
2025-06-15 04:00:00,6.831,6.831,0.0,6.831,,False,False
2025-06-15 05:00:00,6.907,6.907,0.0,6.838,-0.004942857144887026,False,False
2025-06-15 06:00:00,6.838,6.838,0.0,6.838,-0.04848571428358488,False,False
2025-06-15 07:00:00,6.757,6.757,0.0,6.757,-0.042085714285667354,False,False
2025-06-15 08:00:00,6.538,6.538,0.0,6.612,-0.03862857142756389,False,False
2025-06-15 09:00:00,6.612,6.612,0.0,6.612,-0.05297142857162156,False,False
2025-06-15 10:00:00,6.506,6.506,0.0,6.506,-0.0709428571434553,False,False
2025-06-15 11:00:00,6.6,6.6,0.0,6.6,-0.05551428571286243,False,False
2025-06-15 12:00:00,6.553,6.553,0.0,6.553,-0.033199999999752774,False,False
2025-06-15 13:00:00,6.488,6.488,0.0,6.488,-0.020085714285510488,False,False
2025-06-15 14:00:00,6.2,6.2,0.0,6.2,-0.061742857145094525,False,False
2025-06-15 16:00:00,6.206,6.206,0.0,6.206,-0.06865714285135799,False,False
2025-06-15 17:00:00,6.244,6.244,0.0,6.244,-0.06962111801240599,False,False
2025-06-15 18:00:00,5.893,5.893,0.0,5.893,-0.08792857142772964,False,False
2025-06-15 19:00:00,5.913,5.913,0.0,5.913,-0.08393788819656012,False,False
2025-06-15 20:00:00,5.527,5.527,0.0,5.527,-0.10715714286269502,False,False
2025-06-15 21:00:00,5.681,5.681,0.0,5.681,-0.13588571427712579,False,False
2025-06-15 22:00:00,5.345,5.345,0.0,5.345,-0.15762857142062978,False,False
2025-06-15 23:00:00,5.6,5.6,0.0,5.6,-0.08614285714384882,False,False
2025-06-16 00:00:00,5.669,5.669,0.0,5.669,-0.0382000000007827,False,False
2025-06-16 01:00:00,5.506,5.506,0.0,5.506,0.003257142857138347,False,False
2025-06-16 02:00:00,5.738,5.738,0.0,5.738,0.02391428571244488,False,False
2025-06-16 03:00:00,5.307,5.307,0.0,5.307,0.0017428571409520146,False,False
2025-06-16 04:00:00,5.38,5.38,0.0,5.38,-0.055828571426581375,False,False
2025-06-16 05:00:00,5.119,5.119,0.0,5.119,-0.10168571428624741,False,False
2025-06-16 06:00:00,4.353,4.353,0.0,4.353,-0.21568571429908426,True,False
2025-06-16 07:00:00,4.3,4.3,0.0,4.3,-0.2946571428534016,True,False
2025-06-16 08:00:00,2.781,2.781,0.0,2.781,-0.4753142857264977,True,False
2025-06-16 09:00:00,1.627,1.627,0.0,1.627,-0.7380571428249038,True,False
2025-06-16 10:00:00,1.612,1.612,0.0,1.612,-0.77805714284448,True,False
