start,end,n_hours,drop_mm,slope_median
2025-07-07 11:00:00,2025-07-07 22:00:00,12,6.325,-0.716
2025-07-08 10:00:00,2025-07-08 18:00:00,9,4.309,-0.708
2025-07-14 06:00:00,2025-07-14 11:00:00,6,10.186,-3.928
2025-07-26 01:00:00,2025-07-26 09:00:00,9,5.092,-0.689
2025-07-26 16:00:00,2025-07-27 15:00:00,23,6.489,-0.363
2025-07-31 09:00:00,2025-07-31 18:00:00,10,6.41,-0.838
2025-09-11 05:00:00,2025-09-12 12:00:00,30,12.77,-0.422
