start,end,n_hours,drop_mm,slope_median
2025-06-21 18:00:00,2025-06-22 07:00:00,14,6.907,-0.679
2025-07-11 23:00:00,2025-07-12 08:00:00,10,7.293,-1.052
2025-07-19 00:00:00,2025-07-19 07:00:00,8,7.198,-1.152
2025-09-05 00:00:00,2025-09-05 08:00:00,9,5.81,-0.791
