start,end,n_hours,drop_mm,slope_median
2025-06-17 06:00:00,2025-06-17 22:00:00,17,4.988,-0.345
2025-06-18 09:00:00,2025-06-18 22:00:00,14,4.57,-0.324
2025-06-25 12:00:00,2025-06-26 04:00:00,17,4.869,-0.306
2025-06-26 15:00:00,2025-06-27 10:00:00,18,6.416,-0.39
2025-06-28 13:00:00,2025-06-29 00:00:00,12,4.233,-0.404
2025-07-03 10:00:00,2025-07-04 00:00:00,15,3.973,-0.334
2025-07-08 09:00:00,2025-07-08 21:00:00,13,3.588,-0.322
2025-07-11 18:00:00,2025-07-12 10:00:00,17,8.831,-0.337
