start,end,n_hours,drop_mm,slope_median
2025-06-27 06:00:00,2025-06-27 13:00:00,8,3.313,-0.652
2025-07-31 08:00:00,2025-07-31 17:00:00,10,4.267,-0.624
2025-09-05 06:00:00,2025-09-05 11:00:00,6,11.023,-2.523
