start,end,n_hours,drop_mm,slope_median
2025-07-01 05:00:00,2025-07-01 17:00:00,13,4.685,-0.396
2025-07-29 01:00:00,2025-07-29 06:00:00,6,4.875,-2.807
2025-08-25 23:00:00,2025-08-26 10:00:00,12,6.545,-0.673
