msgTime,liquidLevelValue,liquidLevel_clean,is_outlier,liquidLevel_clean_smooth,roll_slope,mask_final,is_drain
2025-06-15 00:00:00,12.95,12.95,0.0,12.95,,False,False
2025-06-15 01:00:00,13.015,13.015,0.0,13.015,,False,False
2025-06-15 02:00:00,13.1,13.1,0.0,13.1,,False,False
2025-06-15 03:00:00,12.84,12.84,0.0,12.84,,False,False
2025-06-15 04:00:00,12.944,12.944,0.0,12.944,,False,False
2025-06-15 05:00:00,13.047,13.047,0.0,13.047,0.0003428571429336884,False,False
2025-06-15 06:00:00,13.44,13.44,0.0,13.44,0.059142857137500074,False,False
2025-06-15 07:00:00,13.64,13.64,0.0,13.44,0.10294285713642676,False,False
2025-06-15 08:00:00,13.5,13.5,0.0,13.5,0.14802857142675604,False,False
2025-06-15 09:00:00,13.306,13.306,0.0,13.306,0.0905428571418975,False,False
2025-06-15 10:00:00,12.677,12.677,0.0,12.677,-0.06262857142876738,False,False
2025-06-15 11:00:00,12.7,12.7,0.0,12.7,-0.17665714285690007,False,False
2025-06-15 12:00:00,12.5,12.5,0.0,12.5,-0.22082857143354218,True,False
2025-06-15 13:00:00,12.48,12.48,0.0,12.48,-0.21414285714133444,True,False
2025-06-15 14:00:00,12.547,12.547,0.0,12.547,-0.13102857143026206,False,False
2025-06-15 15:00:00,12.838,12.838,0.0,12.838,0.00931428571409818,False,False
2025-06-15 16:00:00,12.927,12.927,0.0,12.875,0.05588571427791934,False,False
2025-06-15 17:00:00,12.993,12.993,0.0,12.875,0.09574285713926636,False,False
2025-06-15 18:00:00,12.875,12.875,0.0,12.875,0.08560000000006612,False,False
2025-06-15 19:00:00,12.833,12.833,0.0,12.833,0.04402857142833292,False,False
2025-06-15 20:00:00,12.792,12.792,0.0,12.792,-0.010171428572755927,False,False
2025-06-15 21:00:00,12.747,12.747,0.0,12.747,-0.02659999999800755,False,False
2025-06-15 22:00:00,12.68,12.68,0.0,12.72,-0.034285714282958714,False,False
2025-06-15 23:00:00,12.72,12.72,0.0,12.72,-0.033114285714792524,False,False
2025-06-16 00:00:00,12.688,12.688,0.0,12.688,-0.027657142856769932,False,False
2025-06-16 01:00:00,12.56,12.56,0.0,12.72,-0.015342857142702103,False,False
2025-06-16 02:00:00,12.864,12.864,0.0,12.864,0.015799999998986333,False,False
2025-06-16 03:00:00,13.106,13.106,0.0,13.106,0.06840000000273211,False,False
2025-06-16 04:00:00,13.467,13.467,0.0,13.467,0.14665714285152862,False,False
2025-06-16 06:00:00,13.662,13.662,0.0,13.662,0.1823142857029105,False,False
2025-06-16 07:00:00,13.787,13.787,0.0,13.787,0.1847950310643513,False,False
2025-06-16 08:00:00,13.862,13.862,0.0,13.787,0.1544999999965432,False,False
2025-06-16 09:00:00,13.8,13.8,0.0,13.8,0.10835403726524874,False,False
2025-06-16 10:00:00,13.519,13.519,0.0,13.519,0.02315714285705246,False,False
2025-06-16 11:00:00,14.14,14.14,0.0,14.14,0.04568571428490189,False,False
2025-06-16 12:00:00,13.547,13.547,0.0,13.547,-0.01205714285929126,False,False
2025-06-16 13:00:00,13.8,13.8,0.0,13.8,-0.002085714284870536,False,False
2025-06-16 14:00:00,14.06,14.06,0.0,14.06,0.04428571428053197,False,False
2025-06-16 16:00:00,13.02,13.02,0.0,13.02,-0.08151428569978439,False,False
2025-06-16 17:00:00,13.287,13.287,0.0,13.287,-0.1405217391301199,False,False
2025-06-16 18:00:00,14.06,14.06,0.0,14.06,-0.018821428571297552,False,False
2025-06-16 19:00:00,13.412,13.412,0.0,13.412,-0.055285714286177276,False,False
2025-06-16 20:00:00,12.56,12.56,0.0,12.56,-0.14724285714366062,False,False
2025-06-16 21:00:00,13.156,13.156,0.0,13.156,-0.06139999999877868,False,False
2025-06-16 22:00:00,13.6,13.6,0.0,13.156,-0.12054285713992191,False,False
2025-06-16 23:00:00,13.16,13.16,0.0,13.16,-0.13348571428711706,False,False
2025-06-17 00:00:00,12.767,12.767,0.0,12.767,-0.04071428571367176,False,False
2025-06-17 01:00:00,12.8,12.8,0.0,12.8,0.0010571428587657094,False,False
2025-06-17 02:00:00,12.531,12.531,0.0,12.531,-0.13102857141827656,False,False
2025-06-17 03:00:00,13.009,13.009,0.0,13.009,-0.07397142857355321,False,False
2025-06-17 04:00:00,12.69,12.69,0.0,12.69,-0.05408571428472672,False,False
2025-06-17 05:00:00,13.388,13.388,0.0,13.388,0.09294285713675424,False,False
2025-06-17 06:00:00,12.925,12.925,0.0,12.925,0.08219999999773347,False,False
2025-06-17 07:00:00,13.5,13.5,0.0,12.925,0.06902857142991717,False,False
2025-06-17 08:00:00,12.527,12.527,0.0,12.527,-0.061942857138278185,False,False
2025-06-17 09:00:00,11.629,11.629,0.0,11.629,-0.2253714285816552,True,True
2025-06-17 10:00:00,10.94,10.94,0.0,10.94,-0.4721714285668205,True,True
2025-06-17 11:00:00,9.869,9.869,0.0,9.869,-0.6323714285893897,True,True
2025-06-17 12:00:00,9.8,9.8,0.0,9.8,-0.6939428571141497,True,True
2025-06-17 13:00:00,9.362,9.362,0.0,9.362,-0.6395142857341182,True,True
2025-06-17 14:00:00,8.906,8.906,0.0,8.906,-0.5262285714416229,True,True
2025-06-17 15:00:00,8.84,8.84,0.0,8.84,-0.39505714286246524,True,True
2025-06-17 16:00:00,8.25,8.25,0.0,8.25,-0.326600000007053,True,True
2025-06-17 17:00:00,8.013,8.013,0.0,8.013,-0.35248571429244663,True,True
2025-06-17 18:00:00,7.756,7.756,0.0,7.756,-0.32282857143045895,True,True
2025-06-17 19:00:00,7.5,7.5,0.0,7.5,-0.30054285713767304,True,True
2025-06-17 20:00:00,7.331,7.331,0.0,7.331,-0.28719999999243057,True,True
2025-06-17 21:00:00,7.3,7.3,0.0,7.3,-0.20148571428943432,True,True
2025-06-17 22:00:00,7.188,7.188,0.0,7.188,-0.16177142857285473,False,False
2025-06-17 23:00:00,7.313,7.313,0.0,7.313,-0.09091428571406282,False,False
2025-06-18 00:00:00,7.243,7.243,0.0,7.243,-0.041457142857877806,False,False
2025-06-18 08:00:00,6.7,6.7,0.0,6.7,-0.053085714285769456,False,False
2025-06-18 09:00:00,6.447,6.447,0.0,6.447,-0.067103241295801,False,False
2025-06-18 10:00:00,6.133,6.133,0.0,6.133,-0.08332467532451727,False,False
2025-06-18 11:00:00,6.038,6.038,0.0,6.038,-0.09962785113952119,False,False
2025-06-18 12:00:00,6.0,6.0,0.0,6.038,-0.10533571428810726,False,False
2025-06-18 13:00:00,5.987,5.987,0.0,6.038,-0.13234285713942728,False,False
2025-06-18 14:00:00,6.131,6.131,0.0,6.131,-0.05328571428688624,False,False
2025-06-18 15:00:00,6.2,6.2,0.0,6.2,0.01754285714447081,False,False
2025-06-18 16:00:00,6.36,6.36,0.0,6.36,0.06254285713795538,False,False
2025-06-18 17:00:00,6.507,6.507,0.0,6.394,0.08042857142616192,False,False
2025-06-18 18:00:00,6.394,6.394,0.0,6.394,0.07797142857456596,False,False
2025-06-18 19:00:00,6.467,6.467,0.0,6.467,0.06559999999737945,False,False
2025-06-18 20:00:00,6.387,6.387,0.0,6.387,0.03588571428561549,False,False
2025-06-18 22:00:00,6.353,6.353,0.0,6.353,-0.0013285714281426927,False,False
2025-06-18 23:00:00,6.4,6.4,0.0,6.4,-0.004913043477620706,False,False
2025-06-19 00:00:00,6.233,6.233,0.0,6.233,-0.023249999999656327,False,False
2025-06-19 01:00:00,6.231,6.231,0.0,6.231,-0.03581987577603765,False,False
2025-06-19 02:00:00,6.28,6.28,0.0,6.28,-0.026014285713607196,False,False
2025-06-19 03:00:00,6.469,6.469,0.0,6.469,0.0062285714264861255,False,False
2025-06-19 04:00:00,6.347,6.347,0.0,6.347,0.014057142859580247,False,False
2025-06-19 05:00:00,5.9,5.9,0.0,5.9,-0.03222857143371225,False,False
2025-06-19 07:00:00,6.1,6.1,0.0,6.1,-0.04627142856763647,False,False
2025-06-19 08:00:00,5.981,5.981,0.0,5.981,-0.06717391304436796,False,False
2025-06-19 09:00:00,6.162,6.162,0.0,6.162,-0.051892857142462195,False,False
2025-06-19 10:00:00,6.2,6.2,0.0,6.2,-0.0019006211175570283,False,False
2025-06-19 11:00:00,6.094,6.094,0.0,6.094,0.03850000000060061,False,False
2025-06-19 12:00:00,6.077,6.077,0.0,6.077,0.007485714286501227,False,False
2025-06-19 13:00:00,6.1,6.1,0.0,6.1,0.006685714286977792,False,False
2025-06-19 14:00:00,6.407,6.407,0.0,6.407,0.025942857142488163,False,False
2025-06-19 15:00:00,6.493,6.493,0.0,6.493,0.06934285714261043,False,False
2025-06-19 16:00:00,6.794,6.794,0.0,6.794,0.14442857142954832,False,False
2025-06-19 17:00:00,6.953,6.953,0.0,6.88,0.17665714284778467,False,False
2025-06-19 18:00:00,6.88,6.88,0.0,6.88,0.1605714285806797,False,False
2025-06-19 19:00:00,6.906,6.906,0.0,6.906,0.10691428571341173,False,False
2025-06-19 20:00:00,6.833,6.833,0.0,6.833,0.05817142857217717,False,False
2025-06-19 21:00:00,6.864,6.864,0.0,6.864,0.00671428571395268,False,False
2025-06-19 22:00:00,6.8,6.8,0.0,6.8,-0.014885714286007755,False,False
2025-06-19 23:00:00,6.781,6.781,0.0,6.781,-0.022342857142723112,False,False
2025-06-20 00:00:00,6.75,6.75,0.0,6.75,-0.028571428570692014,False,False
2025-06-20 01:00:00,6.744,6.744,0.0,6.744,-0.02302857142791539,False,False
