start,end,n_hours,slope_h,drop_mm,is_drain
2025-06-15 00:00:00,2025-06-16 19:00:00,40,-0.0189260067375781,-0.025000000000000022,False
2025-06-16 20:00:00,2025-06-17 06:00:00,10,0.5000659340714299,-4.593,False
2025-06-17 07:00:00,2025-06-17 22:00:00,15,-0.16722941940996483,2.593,False
2025-06-17 23:00:00,2025-06-18 03:00:00,5,1.1857999999914353,-5.6690000000000005,False
2025-06-18 04:00:00,2025-06-18 10:00:00,5,-0.5512388059469578,2.7540000000000004,False
2025-06-18 11:00:00,2025-06-19 01:00:00,15,-0.005642857142804144,-2.465,False
2025-06-19 02:00:00,2025-06-19 07:00:00,5,0.10728378378475459,-0.7720000000000002,False
2025-06-19 08:00:00,2025-06-20 01:00:00,15,-0.043075410897211036,5.359999999999999,False
2025-06-20 02:00:00,2025-06-21 08:00:00,30,0.03244965080059955,-0.913,False
2025-06-21 10:00:00,2025-06-22 12:00:00,25,-0.009682226030054437,-0.5310000000000001,False
2025-06-22 13:00:00,2025-06-23 05:00:00,15,0.0331171289351612,-0.33299999999999974,False
2025-06-23 06:00:00,2025-06-24 01:00:00,20,-0.044504511279352135,0.839,False
2025-06-24 03:00:00,2025-06-25 05:00:00,25,0.034293206924932707,-0.45100000000000007,False
2025-06-25 06:00:00,2025-06-25 10:00:00,5,-2.6995999999744527,8.847,True
2025-06-25 12:00:00,2025-06-25 16:00:00,5,-0.24689999997775122,0.8500000000000001,False
2025-06-25 17:00:00,2025-06-26 13:00:00,20,-0.017362337662570053,1.1670000000000003,False
2025-06-26 14:00:00,2025-06-28 03:00:00,35,-0.005249523212749554,0.8929999999999998,False
2025-06-28 04:00:00,2025-06-28 14:00:00,10,0.17504958678002694,-2.785,False
2025-06-28 15:00:00,2025-06-29 05:00:00,15,-0.1443107142856814,1.9280000000000004,False
2025-06-29 06:00:00,2025-06-30 01:00:00,20,-0.03391503759404927,0.6360000000000001,False
2025-06-30 02:00:00,2025-06-30 06:00:00,5,2.7148000000104666,-10.143999999999998,False
2025-06-30 07:00:00,2025-06-30 12:00:00,5,-1.1094729730182677,5.557,True
2025-06-30 13:00:00,2025-06-30 23:00:00,10,-0.07859044995170575,0.3129999999999997,False
2025-07-01 00:00:00,2025-07-01 04:00:00,5,-0.6464000000051612,2.6819999999999995,True
2025-07-01 05:00:00,2025-07-01 14:00:00,10,-0.2614848484830879,2.9369999999999994,False
2025-07-01 15:00:00,2025-07-02 10:00:00,20,-0.07514060150446894,1.892,False
2025-07-02 11:00:00,2025-07-02 21:00:00,10,0.1390562770548822,-0.9239999999999997,False
2025-07-02 22:00:00,2025-07-08 02:00:00,115,-0.0049067788010000776,-0.6200000000000001,False
2025-07-08 03:00:00,2025-07-09 03:00:00,25,0.02840692307654175,0.14600000000000035,False
2025-07-09 04:00:00,2025-07-09 09:00:00,5,-0.12822093022806083,0.8880000000000008,False
2025-07-09 10:00:00,2025-07-10 22:00:00,35,-0.004479954010810111,1.2370000000000005,False
2025-07-10 23:00:00,2025-07-11 21:00:00,20,0.06873908577333131,-0.4810000000000003,False
2025-07-11 22:00:00,2025-07-12 08:00:00,10,0.02280909090897931,0.0940000000000003,False
2025-07-12 09:00:00,2025-07-15 14:00:00,75,-0.0011049568788697145,-0.4089999999999998,False
2025-07-15 15:00:00,2025-07-16 17:00:00,25,0.005992502883287866,1.075,False
2025-07-16 18:00:00,2025-07-20 23:00:00,98,-0.007469342677024697,1.5999999999999996,False
