start,end,n_hours,slope_h,drop_mm,is_drain
2025-06-15 00:00:00,2025-06-15 09:00:00,10,-0.03704848484788451,0.2200000000000002,False
2025-06-15 11:00:00,2025-06-16 07:00:00,20,-0.004998433011015077,-1.2350000000000003,False
2025-06-16 08:00:00,2025-06-19 06:00:00,60,0.009476024714961232,0.6530000000000005,False
2025-06-19 07:00:00,2025-06-21 04:00:00,45,-0.006703607344752277,0.009999999999999787,False
2025-06-21 05:00:00,2025-06-22 04:00:00,20,0.01684215362973101,0.7229999999999994,False
2025-06-22 05:00:00,2025-06-24 08:00:00,50,0.0018334905558217212,-0.0019999999999997797,False
2025-06-24 09:00:00,2025-06-25 00:00:00,15,0.01418300000008637,-0.46599999999999975,False
2025-06-25 01:00:00,2025-07-03 13:00:00,190,-0.0010492667925299157,0.04699999999999971,False
2025-07-03 14:00:00,2025-07-05 07:00:00,40,-0.007997313949693477,-0.6189999999999998,False
2025-07-05 08:00:00,2025-07-07 03:00:00,40,-0.011427397997409598,0.3199999999999994,False
2025-07-07 04:00:00,2025-07-11 07:00:00,95,-0.00582049261295327,0.5570000000000004,False
2025-07-11 08:00:00,2025-07-14 11:00:00,70,0.0008077342123937659,0.9550000000000001,False
2025-07-14 12:00:00,2025-07-14 22:00:00,10,0.14588181818161788,-1.6940000000000004,False
2025-07-14 23:00:00,2025-07-16 15:00:00,40,-0.012138718076992546,2.1959999999999997,False
2025-07-16 16:00:00,2025-07-17 07:00:00,15,-0.054208197383954965,-0.5489999999999999,False
2025-07-17 08:00:00,2025-07-19 17:00:00,55,-0.017729659780693793,1.512,False
2025-07-19 18:00:00,2025-07-20 23:00:00,27,-0.007233401993603944,0.22699999999999998,False
