start,end,n_hours,slope_h,drop_mm,is_drain
2025-06-21 05:00:00,2025-06-27 01:00:00,45,-0.005551790380618997,-0.20999999999999996,False
2025-06-27 02:00:00,2025-06-30 23:00:00,90,-0.005045860710010883,-0.21799999999999997,False
2025-07-01 00:00:00,2025-07-05 06:00:00,85,0.0005518461615969275,0.7000000000000002,False
2025-07-05 07:00:00,2025-07-08 20:00:00,80,-0.005863663283762282,0.827,False
2025-07-08 21:00:00,2025-07-09 22:00:00,25,-0.026035059393517617,0.399,False
2025-07-09 23:00:00,2025-07-11 12:00:00,35,-0.0013538096221465436,0.1559999999999997,False
2025-07-11 13:00:00,2025-07-12 03:00:00,15,-0.026210714286027142,0.25,False
2025-07-12 04:00:00,2025-07-14 03:00:00,45,-0.005493638885868833,-0.6059999999999999,False
2025-07-14 04:00:00,2025-07-17 18:00:00,80,-0.010526130423647419,0.9589999999999996,False
2025-07-17 19:00:00,2025-07-19 01:00:00,30,-0.041617489278064905,-1.0799999999999996,False
2025-07-19 02:00:00,2025-07-20 02:00:00,25,-0.053536923075846475,-0.1459999999999999,False
2025-07-20 03:00:00,2025-07-20 23:00:00,21,-0.06992987012970278,1.5859999999999994,False
