start,end,n_hours,slope_h,drop_mm,is_drain
2025-06-15 00:00:00,2025-06-16 01:00:00,25,0.001896494856939232,-1.681,False
2025-06-16 02:00:00,2025-06-19 02:00:00,55,-0.0170389506739112,1.4349999999999996,False
2025-06-19 03:00:00,2025-06-21 10:00:00,50,0.006844045212303499,3.2110000000000003,False
2025-06-21 11:00:00,2025-06-22 15:00:00,25,0.006413736657480982,-0.7249999999999996,False
2025-06-22 16:00:00,2025-06-24 13:00:00,45,-0.009903706966555603,1.1289999999999996,False
2025-06-24 14:00:00,2025-06-26 07:00:00,40,-0.028320439558621527,-0.133,False
2025-06-26 08:00:00,2025-06-28 02:00:00,40,-0.0018056126965333504,-1.221,False
2025-06-28 03:00:00,2025-06-28 23:00:00,20,-0.06852504201762896,1.484,False
2025-06-29 00:00:00,2025-06-30 06:00:00,30,-0.03623143238774543,1.053,False
2025-06-30 07:00:00,2025-07-06 04:00:00,120,-0.0021558649073133364,-0.8730000000000002,False
2025-07-06 05:00:00,2025-07-07 05:00:00,25,-0.0580084615381378,1.0470000000000002,False
2025-07-07 06:00:00,2025-07-14 16:00:00,175,-0.0007683963680585841,-0.3620000000000001,False
2025-07-14 17:00:00,2025-07-15 19:00:00,25,0.009066090799489213,-1.0750000000000002,False
2025-07-15 20:00:00,2025-07-17 21:00:00,50,-0.013219639855949353,1.2799999999999998,False
2025-07-17 22:00:00,2025-07-18 13:00:00,15,-0.10031812796256187,1.619,False
2025-07-18 14:00:00,2025-07-20 11:00:00,34,-0.012481231006291272,0.744,False
