start,end,n_hours,slope_h,drop_mm,is_drain
2025-06-15 00:00:00,2025-06-16 02:00:00,25,0.00834561602407135,-0.7149999999999999,False
2025-06-16 03:00:00,2025-06-21 03:00:00,95,0.0031298971701774086,-2.1709999999999994,False
2025-06-21 04:00:00,2025-06-21 13:00:00,10,0.2980909090921127,-3.1549999999999994,False
2025-06-21 14:00:00,2025-06-25 01:00:00,80,-0.009705601391148755,-0.49799999999999933,False
2025-06-25 02:00:00,2025-06-27 05:00:00,50,-0.01912796553116327,0.3869999999999987,False
2025-06-27 06:00:00,2025-07-01 03:00:00,90,-0.006090983990434474,-0.0860000000000003,False
2025-07-01 04:00:00,2025-07-04 03:00:00,55,-0.011220807453392082,1.088000000000001,False
2025-07-04 04:00:00,2025-07-04 23:00:00,20,-0.008953383458657978,0.4559999999999995,False
2025-07-05 00:00:00,2025-07-07 10:00:00,55,-0.01425538863847407,-1.6930000000000014,False
2025-07-07 11:00:00,2025-07-07 15:00:00,5,-0.8712999999941187,3.6380000000000017,False
2025-07-07 16:00:00,2025-07-08 01:00:00,10,-0.14846060606028935,0.6710000000000012,False
2025-07-08 02:00:00,2025-07-08 11:00:00,10,-0.3654545454521931,3.944,True
2025-07-08 12:00:00,2025-07-09 02:00:00,15,-0.17965714285692594,3.1449999999999996,False
2025-07-09 03:00:00,2025-07-12 18:00:00,85,0.008869307866349338,-1.9920000000000002,False
2025-07-12 19:00:00,2025-07-12 23:00:00,5,6.328099999786503,-21.024,False
2025-07-13 00:00:00,2025-07-14 05:00:00,30,-8.35260326285759e-17,0.0,False
2025-07-14 06:00:00,2025-07-14 21:00:00,15,0.04445399998550904,6.380000000000001,False
2025-07-14 22:00:00,2025-07-15 02:00:00,5,0.39499999998295715,-1.924999999999999,False
2025-07-15 03:00:00,2025-07-15 07:00:00,5,0.58659999998888,-2.612,False
2025-07-15 08:00:00,2025-07-15 12:00:00,5,0.9724999999796934,-4.277999999999999,False
2025-07-15 13:00:00,2025-07-18 07:00:00,65,-0.008266716310641306,0.9810000000000016,False
2025-07-18 08:00:00,2025-07-19 08:00:00,25,-0.04472615384575706,0.9130000000000003,False
2025-07-19 09:00:00,2025-07-20 05:00:00,20,-0.04697142857165995,1.1880000000000006,False
2025-07-20 06:00:00,2025-07-20 23:00:00,17,-0.07677400295409965,1.3350000000000009,False
