start,end,n_hours,slope_h,drop_mm,is_drain
2025-06-15 00:00:00,2025-06-15 04:00:00,5,0.9352999999677581,-3.5999999999999996,False
2025-06-15 05:00:00,2025-06-15 10:00:00,5,3.0046511627806627,-13.6,False
2025-06-15 11:00:00,2025-06-15 20:00:00,10,-0.11529090909088242,2.0779999999999994,False
2025-06-15 21:00:00,2025-06-16 01:00:00,5,-7.224772907949985e-16,0.0,False
2025-06-16 02:00:00,2025-06-16 06:00:00,5,0.15169999999535602,-0.7670000000000003,False
2025-06-16 07:00:00,2025-06-21 05:00:00,110,0.005194004723600091,-1.7439999999999998,False
2025-06-21 06:00:00,2025-06-21 15:00:00,10,0.3072303030323468,-3.2200000000000006,False
2025-06-21 16:00:00,2025-06-22 23:00:00,30,0.0626198529890367,-1.5269999999999992,False
2025-06-23 00:00:00,2025-06-26 09:00:00,80,0.0032308455754492455,0.8250000000000011,False
2025-06-26 10:00:00,2025-06-27 00:00:00,15,0.07603928571356834,-1.1460000000000008,False
2025-06-27 01:00:00,2025-06-30 18:00:00,85,-0.00033004048441835095,-1.4899999999999984,False
2025-06-30 19:00:00,2025-07-04 03:00:00,70,-0.0064920205377835905,2.469000000000001,False
2025-07-04 04:00:00,2025-07-07 09:00:00,75,-0.009226880196385626,1.0440000000000005,False
2025-07-07 10:00:00,2025-07-07 14:00:00,5,-0.7086000000136693,3.0730000000000004,True
2025-07-07 15:00:00,2025-07-07 19:00:00,5,-0.7156999999487588,2.798,True
2025-07-07 20:00:00,2025-07-08 21:00:00,25,0.052137060740878836,-0.262,False
2025-07-08 22:00:00,2025-07-10 05:00:00,30,-0.028199040673600156,-2.179,False
2025-07-10 06:00:00,2025-07-12 13:00:00,55,0.003410970837114937,-0.5970000000000004,False
2025-07-12 14:00:00,2025-07-14 03:00:00,10,-0.11252955347709255,3.8310000000000004,False
2025-07-14 04:00:00,2025-07-14 08:00:00,5,1.9969000000148647,-6.882999999999999,False
2025-07-14 09:00:00,2025-07-15 00:00:00,15,0.07736433648936704,-1.6439999999999984,False
2025-07-15 01:00:00,2025-07-16 16:00:00,40,-0.009281519699802473,-0.6310000000000002,False
2025-07-16 17:00:00,2025-07-18 04:00:00,35,-0.01756859243856507,0.2629999999999999,False
2025-07-18 05:00:00,2025-07-19 10:00:00,30,-0.01540823136834001,-0.15399999999999991,False
2025-07-19 11:00:00,2025-07-20 23:00:00,35,-0.030636705580964936,0.9390000000000001,False
