start,end,n_hours,slope_h,drop_mm,is_drain
2025-06-15 01:00:00,2025-06-17 04:00:00,50,-0.019402574331437324,0.7569999999999999,False
2025-06-17 05:00:00,2025-06-29 04:00:00,260,0.0002618152314717661,0.663,False
2025-06-29 05:00:00,2025-07-02 19:00:00,85,-0.0038400882319589193,-3.251,False
2025-07-02 20:00:00,2025-07-07 02:00:00,90,-0.009012609982926007,-2.114,False
2025-07-07 03:00:00,2025-07-09 06:00:00,50,-0.013226403192334061,1.505,False
2025-07-09 07:00:00,2025-07-10 08:00:00,25,-0.030953183212871077,1.2480000000000002,False
2025-07-10 09:00:00,2025-07-13 04:00:00,65,-0.002101643108819685,0.8419999999999996,False
2025-07-13 05:00:00,2025-07-18 08:00:00,120,-0.0023196107997255654,1.25,False
2025-07-18 09:00:00,2025-07-19 11:00:00,25,-0.02690447256939322,0.8120000000000003,False
2025-07-19 12:00:00,2025-07-20 23:00:00,36,-0.007035778635728033,0.5939999999999999,False
