start,end,n_hours,slope_h,drop_mm,is_drain
2025-06-15 00:00:00,2025-06-15 09:00:00,10,-0.13031515151440157,1.362,False
2025-06-15 10:00:00,2025-06-16 05:00:00,20,0.008164661653784596,1.443999999999999,False
2025-06-16 06:00:00,2025-06-17 02:00:00,20,-0.05743069569600682,1.9530000000000003,False
2025-06-17 03:00:00,2025-06-18 09:00:00,10,0.13603095809959298,-3.6309999999999993,False
2025-06-18 10:00:00,2025-06-19 01:00:00,15,-0.14808693092499986,1.947,False
2025-06-19 03:00:00,2025-06-19 08:00:00,5,-0.9678488372010217,4.311999999999999,False
2025-06-19 09:00:00,2025-06-21 09:00:00,45,0.00644466223903939,-0.6700000000000004,False
2025-06-21 10:00:00,2025-06-22 06:00:00,20,0.02894105151353094,-1.0250000000000004,False
2025-06-22 08:00:00,2025-06-24 22:00:00,60,-0.014290944464099616,2.2499999999999996,False
2025-06-24 23:00:00,2025-06-26 06:00:00,30,0.011020585612724537,-3.0969999999999995,False
2025-06-26 07:00:00,2025-06-27 03:00:00,20,-0.05603589310080187,1.1180000000000003,False
2025-06-27 04:00:00,2025-06-29 03:00:00,45,-0.013223757091162568,-2.1559999999999997,False
2025-06-29 04:00:00,2025-06-30 06:00:00,25,-0.05219472129021773,0.28200000000000003,False
2025-06-30 07:00:00,2025-06-30 21:00:00,15,-0.07027857142659666,-0.2790000000000008,False
2025-06-30 22:00:00,2025-07-01 07:00:00,10,0.04786060604665902,-2.2189999999999994,False
2025-07-01 08:00:00,2025-07-01 17:00:00,10,-0.14352121211882912,1.5279999999999987,False
2025-07-01 18:00:00,2025-07-04 01:00:00,35,0.006609916678507549,-0.41799999999999926,False
2025-07-04 02:00:00,2025-07-05 07:00:00,30,-0.039056062291272856,0.5190000000000001,False
2025-07-05 08:00:00,2025-07-07 01:00:00,40,-0.023110689597366833,1.093,False
2025-07-07 02:00:00,2025-07-07 06:00:00,5,2.2369999997642602,-8.36,False
2025-07-07 07:00:00,2025-07-08 13:00:00,30,-0.05844446849986562,1.8740000000000006,False
2025-07-08 14:00:00,2025-07-09 14:00:00,25,-0.05630384615351347,1.5939999999999994,False
2025-07-09 15:00:00,2025-07-10 06:00:00,15,-0.06612499999988732,0.9799999999999986,False
2025-07-10 07:00:00,2025-07-10 23:00:00,15,-0.06781289640561786,1.2439999999999998,False
2025-07-11 00:00:00,2025-07-11 05:00:00,5,0.9880581394987388,-4.599,False
2025-07-11 06:00:00,2025-07-11 21:00:00,15,-0.07249623115493765,1.1850000000000005,False
2025-07-11 22:00:00,2025-07-12 03:00:00,5,-1.5224729729606303,6.752,False
2025-07-12 04:00:00,2025-07-12 14:00:00,10,-0.19853598485033952,1.8619999999999997,True
2025-07-12 15:00:00,2025-07-17 19:00:00,40,0.011658651186349898,-1.057,False
2025-07-17 20:00:00,2025-07-18 05:00:00,10,-0.16535757576485016,1.456,False
2025-07-18 06:00:00,2025-07-18 20:00:00,15,-0.08246785714222199,1.4369999999999998,False
2025-07-18 21:00:00,2025-07-19 01:00:00,5,1.8321000000211405,-6.129,False
2025-07-19 02:00:00,2025-07-19 21:00:00,20,-0.0962781954902515,0.3849999999999998,False
2025-07-19 22:00:00,2025-07-20 23:00:00,26,-0.06773367521352285,2.074,False
