start,end,n_hours,slope_h,drop_mm,is_drain
2025-06-15 00:00:00,2025-06-16 05:00:00,30,-0.04188209121249717,1.0620000000000003,False
2025-06-16 06:00:00,2025-06-17 07:00:00,25,-0.027160448170010686,0.7869999999999999,False
2025-06-17 08:00:00,2025-06-18 10:00:00,5,-0.11886912008864028,3.2749999999999995,False
2025-06-18 11:00:00,2025-06-20 21:00:00,55,0.002933940039248627,0.31400000000000006,False
2025-06-20 22:00:00,2025-06-21 12:00:00,15,0.19315000000102353,-3.066,False
2025-06-21 13:00:00,2025-06-22 00:00:00,10,0.32452368647624824,-3.899000000000001,False
2025-06-22 01:00:00,2025-06-23 03:00:00,25,0.034238915503029876,-1.545,False
2025-06-23 04:00:00,2025-06-24 06:00:00,25,-0.02592825000073014,0.3330000000000002,False
2025-06-24 07:00:00,2025-06-26 05:00:00,45,-0.030432635824440734,1.1129999999999995,False
2025-06-26 06:00:00,2025-06-28 05:00:00,45,-0.014230483410332756,1.2400000000000002,False
2025-06-28 06:00:00,2025-06-29 07:00:00,25,-0.0412604646066357,1.2199999999999998,False
2025-06-29 08:00:00,2025-07-01 07:00:00,45,-0.024002248403369852,2.2110000000000003,False
2025-07-01 08:00:00,2025-07-03 20:00:00,40,-0.005918951345296257,1.321,False
2025-07-03 21:00:00,2025-07-04 21:00:00,25,-0.05014846153806256,1.081,False
2025-07-04 22:00:00,2025-07-09 19:00:00,115,-0.0040527283730408675,-1.668,False
2025-07-09 20:00:00,2025-07-10 21:00:00,25,-0.010499503156276084,-2.5269999999999997,False
2025-07-10 22:00:00,2025-07-12 10:00:00,35,0.0020164897381679914,1.0520000000000005,False
2025-07-12 11:00:00,2025-07-14 02:00:00,40,-0.01173592870543091,-1.6860000000000004,False
2025-07-14 03:00:00,2025-07-15 16:00:00,35,-0.011218577504350805,1.4939999999999998,False
2025-07-15 17:00:00,2025-07-18 03:00:00,55,-0.008754463371390265,0.7810000000000001,False
2025-07-18 04:00:00,2025-07-18 20:00:00,15,-0.05458916083846439,0.9560000000000002,False
2025-07-18 21:00:00,2025-07-19 06:00:00,10,-0.033745454548960115,-1.2199999999999998,False
2025-07-19 07:00:00,2025-07-20 23:00:00,39,-0.03988153755410122,1.2279999999999998,False
