code,start,end,n_hours,max_slope,min_slope,avg_level,auto_label
157B025010006,2025-07-07 06:00:00,2025-07-07 21:00:00,15,0.16199999999999992,-1.1719999999999997,3.650066666666667,drain
157B025010006,2025-07-07 22:00:00,2025-07-08 07:00:00,10,2.139,-1.2690000000000001,4.707400000000001,anomaly
157B025010006,2025-07-08 08:00:00,2025-07-08 22:00:00,15,0.3380000000000001,-0.2450000000000001,3.4783333333333335,other
157B025010006,2025-07-08 23:00:00,2025-07-09 04:00:00,5,6.135999999999999,-4.457,5.5756,anomaly
157B025010006,2025-07-09 05:00:00,2025-07-10 05:00:00,24,1.0860000000000003,-0.7320000000000002,3.763083333333333,anomaly
157B025010006,2025-07-10 06:00:00,2025-07-11 20:00:00,24,1.5310000000000001,-1.0750000000000002,3.7438333333333333,anomaly
157B025010006,2025-07-11 21:00:00,2025-07-11 22:00:00,2,0.001000000000000334,0.001000000000000334,6.0344999999999995,other
157B025010006,2025-07-11 23:00:00,2025-07-12 03:00:00,5,0.06600000000000072,-5.6850000000000005,6.707000000000001,drain
157B025010006,2025-07-12 04:00:00,2025-07-13 04:00:00,24,0.694,-0.9180000000000001,3.2008333333333336,anomaly
157B025010006,2025-07-13 05:00:00,2025-07-13 20:00:00,16,0.15700000000000003,-0.20799999999999974,3.2185625,other
157B025010006,2025-07-13 21:00:00,2025-07-14 12:00:00,15,1.7730000000000006,-1.6690000000000005,5.3726666666666665,anomaly
157B025010006,2025-07-14 13:00:00,2025-07-14 22:00:00,10,0.2869999999999999,-0.3450000000000002,3.7713,other
157B025010006,2025-07-14 23:00:00,2025-07-15 03:00:00,5,0.39199999999999946,-0.19899999999999984,8.5706,other
157B025010006,2025-07-15 04:00:00,2025-07-15 08:00:00,5,0.034000000000000696,-2.519000000000001,6.9096,drain
157B025010006,2025-07-15 09:00:00,2025-07-16 09:00:00,24,5.566000000000001,-4.363,4.397749999999999,anomaly
157B025010006,2025-07-16 10:00:00,2025-07-17 06:00:00,21,1.0589999999999993,-0.3860000000000001,4.453095238095238,other
157B025010006,2025-07-17 07:00:00,2025-07-18 06:00:00,24,0.20599999999999996,-0.2689999999999997,3.704166666666667,other
157B025010006,2025-07-18 07:00:00,2025-07-18 22:00:00,16,3.551,-0.2450000000000001,3.525625,fill
157B025010006,2025-07-18 23:00:00,2025-07-19 08:00:00,10,1.3439999999999994,-2.033999999999999,8.120800000000001,anomaly
157B025010006,2025-07-19 09:00:00,2025-07-20 08:00:00,24,1.0270000000000001,-0.8280000000000003,4.459333333333333,anomaly
157B025010006,2025-07-20 09:00:00,2025-07-20 14:00:00,6,0.020000000000000018,-0.03600000000000003,3.7640000000000007,other
157B025010006,2025-07-20 15:00:00,2025-07-20 23:00:00,8,0.7869999999999999,-1.448,1.263125,anomaly
157B025010017,2025-06-15 00:00:00,2025-06-15 23:00:00,24,0.21099999999999985,-0.7469999999999999,2.141166666666667,drain
157B025010017,2025-06-16 00:00:00,2025-06-16 23:00:00,24,0.1589999999999998,-0.19300000000000006,2.13075,other
157B025010017,2025-06-17 00:00:00,2025-06-17 01:00:00,2,1.267,1.267,2.6535,fill
157B025010017,2025-06-17 02:00:00,2025-06-17 21:00:00,20,1.4580000000000002,-0.1880000000000006,4.5388,fill
157B025010017,2025-06-17 22:00:00,2025-06-18 09:00:00,5,4.667,-0.11699999999999999,7.024799999999999,fill
157B025010017,2025-06-18 10:00:00,2025-06-19 11:00:00,24,1.5810000000000013,-1.0150000000000006,11.077458333333333,anomaly
157B025010017,2025-06-19 13:00:00,2025-06-20 12:00:00,24,0.7779999999999987,-1.359,12.360458333333334,anomaly
157B025010017,2025-06-20 13:00:00,2025-06-21 05:00:00,16,0.7990000000000013,-0.5040000000000013,12.758312499999999,anomaly
157B025010017,2025-06-21 06:00:00,2025-06-21 10:00:00,5,0.3999999999999986,-0.2939999999999987,13.679999999999998,other
157B025010017,2025-06-21 12:00:00,2025-06-21 16:00:00,5,0.8520000000000021,-0.03100000000000236,15.4114,fill
157B025010017,2025-06-21 17:00:00,2025-06-21 21:00:00,5,0.0,-1.2800000000000011,12.606800000000002,drain
157B025010017,2025-06-21 22:00:00,2025-06-22 02:00:00,5,0.1869999999999994,-0.7460000000000004,9.333599999999999,drain
157B025010017,2025-06-22 03:00:00,2025-06-22 07:00:00,5,1.904,-1.5019999999999998,5.8187999999999995,anomaly
157B025010017,2025-06-22 08:00:00,2025-06-23 04:00:00,20,0.4720000000000004,-0.242,7.436750000000001,other
157B025010017,2025-06-23 05:00:00,2025-06-23 09:00:00,5,0.5109999999999992,-0.06900000000000084,9.231599999999998,fill
157B025010017,2025-06-23 10:00:00,2025-06-24 10:00:00,24,0.8200000000000003,-1.4499999999999993,10.516583333333333,anomaly
157B025010017,2025-06-24 12:00:00,2025-06-25 11:00:00,24,1.0119999999999987,-0.7469999999999999,9.776541666666667,anomaly
157B025010017,2025-06-25 12:00:00,2025-06-26 04:00:00,16,0.25700000000000145,-0.379999999999999,9.609125,other
157B025010017,2025-06-26 05:00:00,2025-06-26 19:00:00,15,1.4380000000000006,-1.2070000000000007,11.008999999999999,anomaly
157B025010017,2025-06-26 20:00:00,2025-06-27 10:00:00,15,0.7330000000000005,-1.4209999999999994,12.4432,anomaly
157B025010017,2025-06-27 11:00:00,2025-06-28 11:00:00,24,0.918000000000001,-0.6499999999999986,11.597666666666669,anomaly
157B025010017,2025-06-28 12:00:00,2025-06-29 09:00:00,21,1.2319999999999993,-1.3239999999999998,11.671285714285714,anomaly
157B025010017,2025-06-29 10:00:00,2025-06-30 10:00:00,24,0.4220000000000006,-0.35800000000000054,12.256166666666667,other
157B025010017,2025-06-30 11:00:00,2025-07-01 02:00:00,16,0.43100000000000094,-0.37599999999999945,12.45125,other
157B025010017,2025-07-01 03:00:00,2025-07-02 02:00:00,24,0.40700000000000003,-0.3200000000000003,14.66225,other
157B025010017,2025-07-02 03:00:00,2025-07-03 10:00:00,24,0.32599999999999874,-0.7119999999999997,14.643749999999999,drain
157B025010017,2025-07-03 11:00:00,2025-07-04 10:00:00,24,0.30400000000000027,-0.9599999999999991,14.8575,drain
157B025010017,2025-07-04 11:00:00,2025-07-05 09:00:00,23,0.3069999999999986,-0.34299999999999997,14.27860869565218,other
157B025010017,2025-07-05 10:00:00,2025-07-05 14:00:00,5,0.8369999999999997,-4.424999999999999,11.6704,anomaly
157B025010017,2025-07-05 15:00:00,2025-07-06 14:00:00,24,0.8810000000000002,-0.7370000000000001,9.908083333333334,anomaly
157B025010017,2025-07-06 15:00:00,2025-07-07 15:00:00,24,0.7560000000000002,-0.7289999999999992,10.160541666666667,anomaly
157B025010017,2025-07-07 16:00:00,2025-07-08 17:00:00,24,0.9059999999999988,-0.8379999999999992,10.225041666666668,anomaly
157B025010017,2025-07-08 18:00:00,2025-07-09 01:00:00,8,0.1869999999999994,-0.3620000000000001,10.54375,other
157B025010017,2025-07-09 02:00:00,2025-07-10 03:00:00,24,0.5,-0.9530000000000012,9.578208333333334,drain
157B025010017,2025-07-10 05:00:00,2025-07-11 05:00:00,24,1.0659999999999998,-0.6330000000000009,8.532333333333334,anomaly
157B025010017,2025-07-11 06:00:00,2025-07-11 11:00:00,6,1.154,-1.013,9.350833333333334,anomaly
157B025010017,2025-07-11 12:00:00,2025-07-11 22:00:00,10,0.8669999999999991,-0.8669999999999991,10.7123,anomaly
157B025010017,2025-07-11 23:00:00,2025-07-12 03:00:00,5,0.0,-4.288,4.8296,drain
157B025010017,2025-07-12 04:00:00,2025-07-13 04:00:00,24,0.38,-0.6699999999999999,0.4159583333333334,drain
157B025010017,2025-07-13 05:00:00,2025-07-13 15:00:00,11,0.469,-0.07299999999999998,0.5330909090909091,other
157B025010017,2025-07-13 16:00:00,2025-07-13 20:00:00,5,1.0999999999999999,-0.11999999999999966,1.8791999999999998,fill
157B025010017,2025-07-13 21:00:00,2025-07-14 01:00:00,5,1.7010000000000005,-0.03300000000000036,4.6684,fill
157B025010017,2025-07-14 02:00:00,2025-07-14 11:00:00,10,1.0749999999999993,-1.8230000000000004,8.0987,anomaly
157B025010017,2025-07-14 12:00:00,2025-07-15 11:00:00,24,2.380000000000001,-1.7680000000000007,10.512916666666667,anomaly
157B025010017,2025-07-15 12:00:00,2025-07-16 11:00:00,24,0.7349999999999994,-0.7040000000000006,10.793375,anomaly
157B025010017,2025-07-16 12:00:00,2025-07-16 18:00:00,7,2.154,-0.2940000000000005,10.978,other
157B025010017,2025-07-16 19:00:00,2025-07-17 18:00:00,24,0.809000000000001,-1.3310000000000013,12.695333333333332,anomaly
157B025010017,2025-07-17 19:00:00,2025-07-18 00:00:00,6,0.0600000000000005,-0.07199999999999918,12.638666666666666,other
157B025010017,2025-07-18 01:00:00,2025-07-18 20:00:00,20,0.5879999999999992,-1.1990000000000016,11.582500000000001,anomaly
157B025010017,2025-07-18 21:00:00,2025-07-19 01:00:00,5,0.023999999999999133,-4.148,10.4344,drain
157B025010017,2025-07-19 02:00:00,2025-07-20 01:00:00,24,0.3979999999999997,-1.4090000000000003,3.5407916666666672,drain
157B025010017,2025-07-20 03:00:00,2025-07-20 23:00:00,21,0.8899999999999997,-0.516,2.7021904761904763,anomaly
157B025010025,2025-06-15 00:00:00,2025-06-16 00:00:00,24,0.3490000000000002,-0.121,2.5749999999999997,other
157B025010025,2025-06-16 01:00:00,2025-06-16 22:00:00,21,0.17900000000000027,-0.6060000000000003,2.715761904761904,drain
157B025010025,2025-06-16 23:00:00,2025-06-17 03:00:00,5,7.25,0.020000000000000018,4.1996,fill
157B025010025,2025-06-17 04:00:00,2025-06-19 01:00:00,24,0.2469999999999999,-2.0439999999999996,2.729875,drain
157B025010025,2025-06-19 02:00:00,2025-06-20 03:00:00,24,0.2370000000000001,-0.29300000000000015,2.50825,other
157B025010025,2025-06-20 04:00:00,2025-06-21 04:00:00,24,1.0070000000000001,-0.8180000000000001,2.7311666666666667,anomaly
157B025010025,2025-06-21 05:00:00,2025-06-22 04:00:00,24,0.4129999999999998,-0.4129999999999998,2.875541666666667,other
157B025010025,2025-06-22 05:00:00,2025-06-23 08:00:00,24,0.782,-0.17099999999999982,2.686208333333333,fill
157B025010025,2025-06-23 09:00:00,2025-06-24 10:00:00,24,0.9250000000000003,-0.1880000000000006,3.7095833333333332,fill
157B025010025,2025-06-24 11:00:00,2025-06-25 11:00:00,24,1.0059999999999998,-0.6090000000000004,3.4776666666666665,anomaly
157B025010025,2025-06-25 12:00:00,2025-06-25 23:00:00,12,2.1359999999999997,-0.6220000000000003,4.077166666666667,anomaly
157B025010025,2025-06-26 00:00:00,2025-06-26 14:00:00,15,2.9000000000000004,-0.6310000000000002,8.896333333333333,anomaly
157B025010025,2025-06-26 15:00:00,2025-06-27 00:00:00,10,0.03200000000000003,-0.1589999999999998,7.969300000000001,other
157B025010025,2025-06-27 01:00:00,2025-06-27 05:00:00,5,1.3650000000000002,0.29299999999999926,11.4228,fill
157B025010025,2025-06-27 07:00:00,2025-06-27 11:00:00,5,-0.242,-3.266,8.0452,drain
157B025010025,2025-06-27 12:00:00,2025-06-28 12:00:00,24,0.5460000000000003,-0.6559999999999997,5.892125,anomaly
157B025010025,2025-06-28 13:00:00,2025-06-29 00:00:00,11,1.0390000000000006,-0.1070000000000002,5.885545454545454,fill
157B025010025,2025-06-29 01:00:00,2025-06-29 22:00:00,20,1.4879999999999995,-0.3869999999999987,9.976849999999999,other
157B025010025,2025-06-29 23:00:00,2025-06-30 13:00:00,15,0.6470000000000002,-0.7259999999999991,11.173866666666665,anomaly
157B025010025,2025-06-30 14:00:00,2025-06-30 18:00:00,5,0.18700000000000117,-0.47499999999999964,9.2416,other
157B025010025,2025-06-30 19:00:00,2025-06-30 23:00:00,5,0.19500000000000028,-1.3259999999999996,7.6322,drain
157B025010025,2025-07-01 00:00:00,2025-07-01 23:00:00,24,0.3799999999999999,-0.29299999999999926,6.0864166666666675,other
157B025010025,2025-07-02 01:00:00,2025-07-03 08:00:00,15,3.9929999999999994,-2.8970000000000002,10.4858,anomaly
157B025010025,2025-07-03 09:00:00,2025-07-04 09:00:00,24,0.37100000000000044,-0.4629999999999992,8.328249999999999,other
157B025010025,2025-07-04 10:00:00,2025-07-05 01:00:00,16,0.3099999999999987,-0.1999999999999993,7.9545625,other
157B025010025,2025-07-05 02:00:00,2025-07-06 03:00:00,24,0.7349999999999994,-0.5499999999999989,11.310166666666667,anomaly
157B025010025,2025-07-06 04:00:00,2025-07-07 03:00:00,24,0.40000000000000036,-0.3600000000000012,10.989833333333332,other
157B025010025,2025-07-07 04:00:00,2025-07-07 21:00:00,17,0.4120000000000008,-0.2939999999999987,11.24735294117647,other
157B025010025,2025-07-07 22:00:00,2025-07-08 12:00:00,15,1.995000000000001,-0.44400000000000084,12.849999999999998,other
157B025010025,2025-07-08 13:00:00,2025-07-08 23:00:00,10,0.11299999999999955,-0.19299999999999962,11.2027,other
157B025010025,2025-07-09 00:00:00,2025-07-09 23:00:00,24,0.37400000000000055,-0.5469999999999988,10.309333333333333,drain
157B025010025,2025-07-10 00:00:00,2025-07-10 06:00:00,6,0.2129999999999992,-0.4499999999999993,9.824,other
157B025010025,2025-07-10 07:00:00,2025-07-11 08:00:00,24,0.32099999999999973,-0.4380000000000006,9.163041666666667,other
157B025010025,2025-07-11 09:00:00,2025-07-12 09:00:00,24,1.3689999999999998,-0.4789999999999992,9.584999999999999,other
157B025010025,2025-07-12 10:00:00,2025-07-13 02:00:00,17,0.17900000000000027,-0.2129999999999992,9.047999999999998,other
157B025010025,2025-07-13 03:00:00,2025-07-14 01:00:00,20,0.35299999999999976,-0.22000000000000064,8.513850000000001,other
157B025010025,2025-07-14 02:00:00,2025-07-15 01:00:00,24,0.8019999999999996,-0.3330000000000002,10.605958333333332,other
157B025010025,2025-07-15 02:00:00,2025-07-15 07:00:00,6,1.096,-0.007999999999999119,11.237333333333332,fill
157B025010025,2025-07-15 08:00:00,2025-07-16 04:00:00,20,0.6059999999999999,-0.5919999999999987,12.363150000000001,anomaly
157B025010025,2025-07-16 05:00:00,2025-07-17 04:00:00,24,1.0510000000000002,-0.37900000000000134,11.299833333333332,other
157B025010025,2025-07-17 05:00:00,2025-07-17 20:00:00,16,0.6560000000000006,-0.3760000000000012,11.2876875,other
157B025010025,2025-07-17 21:00:00,2025-07-18 21:00:00,24,0.3849999999999998,-0.34699999999999953,10.027583333333334,other
157B025010025,2025-07-18 22:00:00,2025-07-19 21:00:00,24,0.6370000000000005,-0.41300000000000026,10.462,other
157B025010025,2025-07-19 22:00:00,2025-07-20 04:00:00,7,0.15799999999999947,-0.3019999999999996,9.878857142857143,other
157B025010025,2025-07-20 05:00:00,2025-07-20 23:00:00,18,0.27500000000000036,-0.4559999999999995,9.067944444444443,other
157B025010028,2025-06-15 00:00:00,2025-06-15 23:00:00,24,0.3929999999999989,-0.6289999999999996,12.920458333333334,drain
157B025010028,2025-06-16 00:00:00,2025-06-17 01:00:00,24,0.7729999999999997,-1.040000000000001,13.361833333333331,anomaly
157B025010028,2025-06-17 02:00:00,2025-06-17 08:00:00,7,0.6980000000000004,-0.9730000000000008,12.938571428571427,anomaly
157B025010028,2025-06-17 09:00:00,2025-06-17 13:00:00,5,-0.06899999999999906,-1.0709999999999997,10.32,drain
157B025010028,2025-06-17 14:00:00,2025-06-17 23:00:00,10,0.125,-0.5899999999999999,7.839700000000001,drain
157B025010028,2025-06-18 00:00:00,2025-06-19 08:00:00,24,0.1999999999999993,-0.5430000000000001,6.303666666666667,drain
157B025010028,2025-06-19 09:00:00,2025-06-20 09:00:00,24,0.3070000000000004,-0.2109999999999994,6.554708333333333,other
157B025010028,2025-06-20 10:00:00,2025-06-21 02:00:00,17,0.3860000000000001,-0.36599999999999966,6.852588235294117,other
157B025010028,2025-06-21 03:00:00,2025-06-21 12:00:00,10,0.6999999999999993,-0.33999999999999986,8.757600000000002,other
157B025010028,2025-06-21 13:00:00,2025-06-21 22:00:00,10,1.0490000000000013,-0.11100000000000065,12.053799999999999,fill
157B025010028,2025-06-21 23:00:00,2025-06-22 23:00:00,24,0.6230000000000011,-0.20000000000000107,14.075000000000001,fill
157B025010028,2025-06-23 01:00:00,2025-06-24 01:00:00,24,0.6539999999999999,-0.6560000000000006,15.435291666666666,anomaly
157B025010028,2025-06-24 03:00:00,2025-06-25 02:00:00,24,0.5190000000000001,-0.2370000000000001,13.995708333333333,fill
157B025010028,2025-06-25 03:00:00,2025-06-25 13:00:00,11,0.35599999999999987,-0.3329999999999984,13.636727272727272,other
157B025010028,2025-06-25 14:00:00,2025-06-26 13:00:00,24,0.9150000000000009,-0.9759999999999991,14.384125000000003,anomaly
157B025010028,2025-06-26 14:00:00,2025-06-27 13:00:00,24,1.0420000000000016,-0.7420000000000009,14.513166666666669,anomaly
157B025010028,2025-06-27 14:00:00,2025-06-28 01:00:00,12,0.5340000000000007,-0.4530000000000012,14.853250000000003,other
157B025010028,2025-06-28 02:00:00,2025-06-29 01:00:00,24,0.8390000000000004,-0.8030000000000008,14.120458333333334,anomaly
157B025010028,2025-06-29 02:00:00,2025-06-30 03:00:00,24,0.593,-0.4380000000000006,14.140541666666666,other
157B025010028,2025-06-30 04:00:00,2025-07-01 04:00:00,24,0.4510000000000005,-0.7699999999999996,14.153125000000001,drain
157B025010028,2025-07-01 05:00:00,2025-07-01 07:00:00,3,-0.009999999999999787,-0.6230000000000011,13.685666666666668,drain
157B025010028,2025-07-01 08:00:00,2025-07-01 12:00:00,5,-0.16300000000000026,-2.1500000000000004,10.9936,drain
157B025010028,2025-07-01 14:00:00,2025-07-01 18:00:00,5,-0.0940000000000012,-0.43099999999999916,8.4402,other
157B025010028,2025-07-01 19:00:00,2025-07-02 18:00:00,24,0.42300000000000004,-0.5999999999999996,7.055833333333333,drain
157B025010028,2025-07-02 19:00:00,2025-07-03 08:00:00,6,0.03500000000000014,-0.5,6.472666666666668,other
157B025010028,2025-07-03 09:00:00,2025-07-04 04:00:00,20,0.5060000000000002,-0.6430000000000007,5.471250000000001,anomaly
157B025010028,2025-07-04 05:00:00,2025-07-04 20:00:00,15,0.31400000000000006,-1.1930000000000005,3.1574666666666666,drain
157B025010028,2025-07-04 21:00:00,2025-07-05 01:00:00,5,4.872999999999999,-0.2270000000000003,5.058,fill
157B025010028,2025-07-05 02:00:00,2025-07-09 03:00:00,15,0.3330000000000002,-0.9770000000000003,6.611866666666667,drain
157B025010028,2025-07-09 05:00:00,2025-07-10 00:00:00,20,7.9239999999999995,-2.5280000000000005,7.597800000000001,anomaly
157B025010028,2025-07-10 01:00:00,2025-07-11 00:00:00,24,0.17700000000000138,-1.3330000000000002,12.332958333333332,drain
157B025010028,2025-07-11 01:00:00,2025-07-12 00:00:00,24,0.6059999999999999,-0.2370000000000001,12.415083333333333,fill
157B025010028,2025-07-12 01:00:00,2025-07-13 00:00:00,24,0.5410000000000004,-0.6539999999999999,12.823583333333334,anomaly
157B025010028,2025-07-13 01:00:00,2025-07-14 00:00:00,24,0.32500000000000107,-0.4009999999999998,11.9315,other
157B025010028,2025-07-14 01:00:00,2025-07-14 04:00:00,4,0.7360000000000007,-0.10599999999999987,12.703500000000002,fill
157B025010028,2025-07-14 05:00:00,2025-07-15 05:00:00,24,0.9800000000000004,-0.8869999999999987,14.28025,anomaly
157B025010028,2025-07-15 06:00:00,2025-07-15 21:00:00,16,0.6550000000000011,-0.30400000000000027,14.3858125,other
157B025010028,2025-07-15 22:00:00,2025-07-16 21:00:00,24,1.0380000000000003,-0.40700000000000003,13.952958333333333,other
157B025010028,2025-07-16 22:00:00,2025-07-17 22:00:00,24,0.6330000000000009,-0.593,13.767291666666665,anomaly
157B025010028,2025-07-17 23:00:00,2025-07-18 05:00:00,7,0.47300000000000075,-0.7800000000000011,13.444714285714285,drain
157B025010028,2025-07-18 06:00:00,2025-07-19 06:00:00,24,0.5,-0.6560000000000006,12.803541666666666,drain
157B025010028,2025-07-19 07:00:00,2025-07-20 03:00:00,21,0.3200000000000003,-0.41999999999999993,12.321952380952379,other
157B025010028,2025-07-20 04:00:00,2025-07-20 23:00:00,19,0.2370000000000001,-0.3130000000000006,11.44121052631579,other
157B025010050,2025-06-15 00:00:00,2025-06-16 01:00:00,24,0.2969999999999997,-0.18599999999999994,7.161291666666667,other
157B025010050,2025-06-16 03:00:00,2025-06-17 03:00:00,24,1.7779999999999987,-0.4690000000000012,10.313083333333333,other
157B025010050,2025-06-17 04:00:00,2025-06-19 00:00:00,24,1.3059999999999992,-0.4480000000000004,10.042,other
157B025010050,2025-06-19 01:00:00,2025-06-20 03:00:00,24,0.3019999999999996,-0.25,10.446916666666667,other
157B025010050,2025-06-20 04:00:00,2025-06-21 03:00:00,23,0.36299999999999955,-0.2889999999999997,10.45004347826087,other
157B025010050,2025-06-21 04:00:00,2025-06-21 13:00:00,10,0.7230000000000008,-0.20599999999999952,12.130100000000002,fill
157B025010050,2025-06-21 14:00:00,2025-06-22 15:00:00,24,1.943999999999999,-0.39399999999999835,16.264,other
157B025010050,2025-06-22 16:00:00,2025-06-23 15:00:00,24,0.36299999999999955,-1.3659999999999979,15.978333333333332,drain
157B025010050,2025-06-23 16:00:00,2025-06-24 17:00:00,24,0.47499999999999787,-0.3810000000000002,15.864125000000001,other
157B025010050,2025-06-24 18:00:00,2025-06-25 01:00:00,8,-0.006000000000000227,-0.21799999999999997,15.437999999999999,other
157B025010050,2025-06-25 02:00:00,2025-06-26 02:00:00,24,0.3719999999999999,-0.4820000000000011,14.405833333333334,other
157B025010050,2025-06-26 03:00:00,2025-06-27 02:00:00,24,0.41199999999999903,-0.5220000000000002,13.738583333333333,drain
157B025010050,2025-06-27 04:00:00,2025-06-27 05:00:00,2,0.27500000000000036,0.27500000000000036,14.287500000000001,other
157B025010050,2025-06-27 06:00:00,2025-06-28 06:00:00,24,0.7400000000000002,-0.5009999999999994,16.04104166666667,anomaly
157B025010050,2025-06-28 08:00:00,2025-06-29 07:00:00,24,0.7230000000000008,-0.4580000000000002,15.331708333333333,other
157B025010050,2025-06-29 08:00:00,2025-06-30 08:00:00,24,0.41999999999999993,-0.48300000000000054,15.7535,other
157B025010050,2025-06-30 09:00:00,2025-07-01 08:00:00,22,0.3999999999999986,-0.37100000000000044,15.238818181818182,other
157B025010050,2025-07-01 09:00:00,2025-07-02 08:00:00,24,0.26599999999999824,-0.4120000000000008,14.500208333333333,other
157B025010050,2025-07-02 09:00:00,2025-07-04 01:00:00,24,0.6199999999999992,-0.3000000000000007,14.150791666666668,other
157B025010050,2025-07-04 02:00:00,2025-07-04 03:00:00,2,-0.30600000000000094,-0.30600000000000094,13.747,other
157B025010050,2025-07-04 04:00:00,2025-07-04 23:00:00,20,0.20699999999999896,-0.3730000000000011,13.427200000000003,other
157B025010050,2025-07-05 00:00:00,2025-07-06 02:00:00,24,2.5180000000000007,-0.35999999999999943,18.3835,other
157B025010050,2025-07-06 03:00:00,2025-07-07 03:00:00,24,0.21499999999999986,-0.48999999999999844,18.05995833333333,other
157B025010050,2025-07-07 04:00:00,2025-07-07 10:00:00,7,0.036999999999999034,-0.6000000000000014,17.794571428571427,drain
