Model,Class,Precision,Recall,F1-score,Support,Accuracy
LogisticRegression,normal,0.9883075124232681,0.9885964912280701,0.9884519807045754,3420,0.9773379231210556
LogisticRegression,anomaly,0.8421052631578947,0.3404255319148936,0.48484848484848486,47,0.9773379231210556
LogisticRegression,drain,0.21739130434782608,0.5263157894736842,0.3076923076923077,19,0.9773379231210556
RandomForest,normal,0.991812865497076,0.991812865497076,0.991812865497076,3420,0.9839357429718876
RandomForest,anomaly,0.5818181818181818,0.6808510638297872,0.6274509803921569,47,0.9839357429718876
RandomForest,drain,0.5454545454545454,0.3157894736842105,0.4,19,0.9839357429718876
GradientBoosting,normal,0.9921052631578947,0.9921052631578947,0.9921052631578947,3420,0.9845094664371773
GradientBoosting,anomaly,0.6274509803921569,0.6808510638297872,0.6530612244897959,47,0.9845094664371773
GradientBoosting,drain,0.4666666666666667,0.3684210526315789,0.4117647058823529,19,0.9845094664371773
