threshold,precision,recall,f1
0.0,0.005450372920252439,1.0,0.010841654778887305
0.01,0.048,0.631578947368421,0.08921933085501858
0.02,0.08333333333333333,0.5263157894736842,0.14388489208633093
0.03,0.10869565217391304,0.5263157894736842,0.18018018018018017
0.04,0.10869565217391304,0.5263157894736842,0.18018018018018017
0.05,0.10869565217391304,0.5263157894736842,0.18018018018018017
0.06,0.17647058823529413,0.47368421052631576,0.2571428571428571
0.07,0.17647058823529413,0.47368421052631576,0.2571428571428571
0.08,0.23684210526315788,0.47368421052631576,0.3157894736842105
0.09,0.2903225806451613,0.47368421052631576,0.36
0.1,0.32142857142857145,0.47368421052631576,0.3829787234042553
0.11,0.32142857142857145,0.47368421052631576,0.3829787234042553
0.12,0.32142857142857145,0.47368421052631576,0.3829787234042553
0.13,0.32142857142857145,0.47368421052631576,0.3829787234042553
0.14,0.32142857142857145,0.47368421052631576,0.3829787234042553
0.15,0.3888888888888889,0.3684210526315789,0.3783783783783784
0.16,0.3888888888888889,0.3684210526315789,0.3783783783783784
0.17,0.3888888888888889,0.3684210526315789,0.3783783783783784
0.18,0.3888888888888889,0.3684210526315789,0.3783783783783784
0.19,0.3888888888888889,0.3684210526315789,0.3783783783783784
0.2,0.3888888888888889,0.3684210526315789,0.3783783783783784
0.21,0.3888888888888889,0.3684210526315789,0.3783783783783784
0.22,0.3888888888888889,0.3684210526315789,0.3783783783783784
0.23,0.3888888888888889,0.3684210526315789,0.3783783783783784
0.24,0.3888888888888889,0.3684210526315789,0.3783783783783784
0.25,0.3888888888888889,0.3684210526315789,0.3783783783783784
0.26,0.3888888888888889,0.3684210526315789,0.3783783783783784
0.27,0.4666666666666667,0.3684210526315789,0.4117647058823529
0.28,0.3333333333333333,0.21052631578947367,0.25806451612903225
0.29,0.3333333333333333,0.21052631578947367,0.25806451612903225
0.3,0.3333333333333333,0.21052631578947367,0.25806451612903225
0.31,0.3333333333333333,0.21052631578947367,0.25806451612903225
0.32,0.3333333333333333,0.10526315789473684,0.16
0.33,0.3333333333333333,0.10526315789473684,0.16
0.34,0.3333333333333333,0.10526315789473684,0.16
0.35000000000000003,0.3333333333333333,0.10526315789473684,0.16
0.36,0.0,0.0,0.0
0.37,0.0,0.0,0.0
0.38,0.0,0.0,0.0
0.39,0.0,0.0,0.0
0.4,0.0,0.0,0.0
0.41000000000000003,0.0,0.0,0.0
0.42,0.0,0.0,0.0
0.43,0.0,0.0,0.0
0.44,0.0,0.0,0.0
0.45,0.0,0.0,0.0
0.46,0.0,0.0,0.0
0.47000000000000003,0.0,0.0,0.0
0.48,0.0,0.0,0.0
0.49,0.0,0.0,0.0
0.5,0.0,0.0,0.0
0.51,0.0,0.0,0.0
0.52,0.0,0.0,0.0
0.53,0.0,0.0,0.0
0.54,0.0,0.0,0.0
0.55,0.0,0.0,0.0
0.56,0.0,0.0,0.0
0.5700000000000001,0.0,0.0,0.0
0.58,0.0,0.0,0.0
0.59,0.0,0.0,0.0
0.6,0.0,0.0,0.0
0.61,0.0,0.0,0.0
0.62,0.0,0.0,0.0
0.63,0.0,0.0,0.0
0.64,0.0,0.0,0.0
0.65,0.0,0.0,0.0
0.66,0.0,0.0,0.0
0.67,0.0,0.0,0.0
0.68,0.0,0.0,0.0
0.6900000000000001,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0
0.71,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.73,0.0,0.0,0.0
0.74,0.0,0.0,0.0
0.75,0.0,0.0,0.0
0.76,0.0,0.0,0.0
0.77,0.0,0.0,0.0
0.78,0.0,0.0,0.0
0.79,0.0,0.0,0.0
0.8,0.0,0.0,0.0
0.81,0.0,0.0,0.0
0.8200000000000001,0.0,0.0,0.0
0.8300000000000001,0.0,0.0,0.0
0.84,0.0,0.0,0.0
0.85,0.0,0.0,0.0
0.86,0.0,0.0,0.0
0.87,0.0,0.0,0.0
0.88,0.0,0.0,0.0
0.89,0.0,0.0,0.0
0.9,0.0,0.0,0.0
0.91,0.0,0.0,0.0
0.92,0.0,0.0,0.0
0.93,0.0,0.0,0.0
0.9400000000000001,0.0,0.0,0.0
0.9500000000000001,0.0,0.0,0.0
0.96,0.0,0.0,0.0
0.97,0.0,0.0,0.0
0.98,0.0,0.0,0.0
0.99,0.0,0.0,0.0
1.0,0.0,0.0,0.0
