Model,Class,Precision,Recall,F1-score,Support,Accuracy
LogisticRegression,normal,0.9965242577842144,0.9454520472657324,0.970316576182754,7278,0.9432032301480484
LogisticRegression,anomaly,0.9887640449438202,1.0,0.9943502824858758,88,0.9432032301480484
LogisticRegression,drain,0.08944954128440367,0.609375,0.156,64,0.9432032301480484
RandomForest,normal,0.9934989887315805,0.944902445726848,0.9685915492957746,7278,0.9398384925975773
RandomForest,anomaly,0.9887640449438202,1.0,0.9943502824858758,88,0.9398384925975773
RandomForest,drain,0.04295942720763723,0.28125,0.07453416149068323,64,0.9398384925975773
GradientBoosting,normal,0.9931600547195623,0.9975267930750206,0.9953386344941048,7278,0.9907133243606999
GradientBoosting,anomaly,0.9887640449438202,1.0,0.9943502824858758,88,0.9907133243606999
GradientBoosting,drain,0.41935483870967744,0.203125,0.2736842105263158,64,0.9907133243606999
