threshold,precision,recall,f1
0.0,0.005450372920252439,1.0,0.010841654778887305
0.01,0.01740506329113924,0.5789473684210527,0.03379416282642089
0.02,0.02391304347826087,0.5789473684210527,0.04592901878914405
0.03,0.14102564102564102,0.5789473684210527,0.2268041237113402
0.04,0.15625,0.5263157894736842,0.24096385542168675
0.05,0.17543859649122806,0.5263157894736842,0.2631578947368421
0.06,0.17857142857142858,0.5263157894736842,0.26666666666666666
0.07,0.2,0.5263157894736842,0.2898550724637681
0.08,0.225,0.47368421052631576,0.3050847457627119
0.09,0.24324324324324326,0.47368421052631576,0.32142857142857145
0.1,0.2647058823529412,0.47368421052631576,0.33962264150943394
0.11,0.2647058823529412,0.47368421052631576,0.33962264150943394
0.12,0.2647058823529412,0.47368421052631576,0.33962264150943394
0.13,0.28125,0.47368421052631576,0.35294117647058826
0.14,0.3,0.47368421052631576,0.3673469387755102
0.15,0.32142857142857145,0.47368421052631576,0.3829787234042553
0.16,0.34615384615384615,0.47368421052631576,0.4
0.17,0.34615384615384615,0.47368421052631576,0.4
0.18,0.34615384615384615,0.47368421052631576,0.4
0.19,0.34615384615384615,0.47368421052631576,0.4
0.2,0.36,0.47368421052631576,0.4090909090909091
0.21,0.391304347826087,0.47368421052631576,0.42857142857142855
0.22,0.4090909090909091,0.47368421052631576,0.43902439024390244
0.23,0.42857142857142855,0.47368421052631576,0.45
0.24,0.42857142857142855,0.47368421052631576,0.45
0.25,0.45,0.47368421052631576,0.46153846153846156
0.26,0.45,0.47368421052631576,0.46153846153846156
0.27,0.47368421052631576,0.47368421052631576,0.47368421052631576
0.28,0.46153846153846156,0.3157894736842105,0.375
0.29,0.46153846153846156,0.3157894736842105,0.375
0.3,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.31,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.32,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.33,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.34,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.35000000000000003,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.36,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.37,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.38,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.39,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.4,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.41000000000000003,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.42,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.43,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.44,0.4,0.10526315789473684,0.16666666666666666
0.45,0.4,0.10526315789473684,0.16666666666666666
0.46,0.4,0.10526315789473684,0.16666666666666666
0.47000000000000003,0.4,0.10526315789473684,0.16666666666666666
0.48,0.4,0.10526315789473684,0.16666666666666666
0.49,0.4,0.10526315789473684,0.16666666666666666
0.5,0.4,0.10526315789473684,0.16666666666666666
0.51,0.4,0.10526315789473684,0.16666666666666666
0.52,0.4,0.10526315789473684,0.16666666666666666
0.53,0.4,0.10526315789473684,0.16666666666666666
0.54,0.4,0.10526315789473684,0.16666666666666666
0.55,1.0,0.10526315789473684,0.19047619047619047
0.56,1.0,0.10526315789473684,0.19047619047619047
0.5700000000000001,1.0,0.10526315789473684,0.19047619047619047
0.58,1.0,0.10526315789473684,0.19047619047619047
0.59,1.0,0.10526315789473684,0.19047619047619047
0.6,1.0,0.10526315789473684,0.19047619047619047
0.61,1.0,0.10526315789473684,0.19047619047619047
0.62,1.0,0.10526315789473684,0.19047619047619047
0.63,1.0,0.10526315789473684,0.19047619047619047
0.64,1.0,0.10526315789473684,0.19047619047619047
0.65,1.0,0.10526315789473684,0.19047619047619047
0.66,1.0,0.10526315789473684,0.19047619047619047
0.67,1.0,0.10526315789473684,0.19047619047619047
0.68,1.0,0.10526315789473684,0.19047619047619047
0.6900000000000001,1.0,0.10526315789473684,0.19047619047619047
0.7000000000000001,1.0,0.10526315789473684,0.19047619047619047
0.71,1.0,0.10526315789473684,0.19047619047619047
0.72,1.0,0.10526315789473684,0.19047619047619047
0.73,1.0,0.10526315789473684,0.19047619047619047
0.74,1.0,0.10526315789473684,0.19047619047619047
0.75,1.0,0.10526315789473684,0.19047619047619047
0.76,1.0,0.10526315789473684,0.19047619047619047
0.77,1.0,0.05263157894736842,0.1
0.78,0.0,0.0,0.0
0.79,0.0,0.0,0.0
0.8,0.0,0.0,0.0
0.81,0.0,0.0,0.0
0.8200000000000001,0.0,0.0,0.0
0.8300000000000001,0.0,0.0,0.0
0.84,0.0,0.0,0.0
0.85,0.0,0.0,0.0
0.86,0.0,0.0,0.0
0.87,0.0,0.0,0.0
0.88,0.0,0.0,0.0
0.89,0.0,0.0,0.0
0.9,0.0,0.0,0.0
0.91,0.0,0.0,0.0
0.92,0.0,0.0,0.0
0.93,0.0,0.0,0.0
0.9400000000000001,0.0,0.0,0.0
0.9500000000000001,0.0,0.0,0.0
0.96,0.0,0.0,0.0
0.97,0.0,0.0,0.0
0.98,0.0,0.0,0.0
0.99,0.0,0.0,0.0
1.0,0.0,0.0,0.0
