code,start,end,label
157B025030023,2025-08-14 23:00:00,2025-08-15 03:00:00,drain
157B025030023,2025-08-15 00:00:00,2025-08-15 04:00:00,drain
157B025030023,2025-08-15 01:00:00,2025-08-15 05:00:00,drain
157B025030023,2025-08-15 02:00:00,2025-08-15 06:00:00,drain
157B025030023,2025-09-06 01:00:00,2025-09-06 01:00:00,anomaly
157B025030025,2025-06-15 01:00:00,2025-06-15 01:00:00,anomaly
157B025030025,2025-06-16 02:00:00,2025-06-16 02:00:00,anomaly
157B025030025,2025-06-19 00:00:00,2025-06-19 04:00:00,drain
157B025030025,2025-06-19 03:00:00,2025-06-19 08:00:00,drain
157B025030025,2025-07-06 04:00:00,2025-07-06 04:00:00,anomaly
157B025030025,2025-07-22 23:00:00,2025-07-22 23:00:00,anomaly
157B025030025,2025-07-23 23:00:00,2025-07-24 01:00:00,anomaly
157B025030025,2025-08-07 22:00:00,2025-08-07 23:00:00,anomaly
157B025030025,2025-08-08 23:00:00,2025-08-08 23:00:00,anomaly
157B025030026,2025-06-16 02:00:00,2025-06-16 02:00:00,anomaly
157B025030026,2025-07-15 01:00:00,2025-07-15 01:00:00,anomaly
157B025030026,2025-07-22 23:00:00,2025-07-22 23:00:00,anomaly
157B025030026,2025-07-23 02:00:00,2025-07-23 02:00:00,anomaly
157B025030026,2025-07-23 23:00:00,2025-07-23 23:00:00,anomaly
157B025030026,2025-07-24 01:00:00,2025-07-24 02:00:00,anomaly
157B025030026,2025-07-29 01:00:00,2025-07-29 02:00:00,anomaly
157B025030026,2025-07-31 03:00:00,2025-07-31 03:00:00,anomaly
157B025030026,2025-08-01 00:00:00,2025-08-01 00:00:00,anomaly
157B025030026,2025-08-03 05:00:00,2025-08-03 05:00:00,anomaly
157B025030026,2025-08-03 23:00:00,2025-08-04 00:00:00,anomaly
157B025030026,2025-08-05 01:00:00,2025-08-05 03:00:00,anomaly
157B025030026,2025-09-07 23:00:00,2025-09-07 23:00:00,anomaly
157B025030026,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030027,2025-06-17 22:00:00,2025-06-17 22:00:00,anomaly
157B025030027,2025-06-19 01:00:00,2025-06-19 01:00:00,anomaly
157B025030027,2025-06-19 05:00:00,2025-06-19 05:00:00,anomaly
157B025030027,2025-06-20 04:00:00,2025-06-20 04:00:00,anomaly
157B025030027,2025-06-24 05:00:00,2025-06-24 05:00:00,anomaly
157B025030027,2025-06-26 00:00:00,2025-06-26 00:00:00,anomaly
157B025030027,2025-06-29 05:00:00,2025-06-29 05:00:00,anomaly
157B025030027,2025-07-21 22:00:00,2025-07-21 22:00:00,anomaly
157B025030027,2025-07-30 22:00:00,2025-07-30 22:00:00,anomaly
157B025030027,2025-08-09 03:00:00,2025-08-09 03:00:00,anomaly
157B025030027,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030027,2025-08-10 00:00:00,2025-08-10 04:00:00,drain
157B025030027,2025-08-10 01:00:00,2025-08-10 05:00:00,drain
157B025030027,2025-08-10 02:00:00,2025-08-10 06:00:00,drain
157B025030027,2025-09-03 20:00:00,2025-09-04 00:00:00,drain
157B025030027,2025-09-03 21:00:00,2025-09-04 01:00:00,drain
157B025030027,2025-09-03 22:00:00,2025-09-04 02:00:00,drain
157B025030027,2025-09-03 23:00:00,2025-09-04 03:00:00,drain
157B025030027,2025-09-04 00:00:00,2025-09-04 04:00:00,drain
157B025030029,2025-06-17 02:00:00,2025-06-17 02:00:00,anomaly
157B025030029,2025-06-21 23:00:00,2025-06-21 23:00:00,anomaly
157B025030029,2025-06-22 04:00:00,2025-06-22 04:00:00,anomaly
157B025030029,2025-06-24 02:00:00,2025-06-24 02:00:00,anomaly
157B025030029,2025-07-14 00:00:00,2025-07-14 00:00:00,anomaly
157B025030029,2025-07-15 00:00:00,2025-07-15 00:00:00,anomaly
157B025030029,2025-07-21 22:00:00,2025-07-21 22:00:00,anomaly
157B025030029,2025-07-24 00:00:00,2025-07-24 00:00:00,anomaly
157B025030029,2025-07-31 03:00:00,2025-07-31 03:00:00,anomaly
157B025030029,2025-08-09 02:00:00,2025-08-09 02:00:00,anomaly
157B025030029,2025-08-10 23:00:00,2025-08-10 23:00:00,anomaly
157B025030029,2025-08-12 05:00:00,2025-08-12 05:00:00,anomaly
157B025030029,2025-08-09 22:00:00,2025-08-10 02:00:00,drain
157B025030029,2025-08-10 01:00:00,2025-08-10 05:00:00,drain
157B025030029,2025-09-03 19:00:00,2025-09-04 00:00:00,drain
157B025030029,2025-09-03 20:00:00,2025-09-04 01:00:00,drain
157B025030029,2025-09-03 21:00:00,2025-09-04 02:00:00,drain
157B025030029,2025-09-10 04:00:00,2025-09-10 04:00:00,anomaly
157B025030031,2025-06-17 03:00:00,2025-06-17 03:00:00,anomaly
157B025030031,2025-07-07 23:00:00,2025-07-07 23:00:00,anomaly
157B025030031,2025-07-09 01:00:00,2025-07-09 01:00:00,anomaly
157B025030031,2025-07-11 00:00:00,2025-07-11 00:00:00,anomaly
157B025030031,2025-07-12 01:00:00,2025-07-12 01:00:00,anomaly
157B025030031,2025-07-13 03:00:00,2025-07-13 03:00:00,anomaly
157B025030031,2025-07-13 22:00:00,2025-07-13 22:00:00,anomaly
157B025030031,2025-07-15 00:00:00,2025-07-15 00:00:00,anomaly
157B025030031,2025-07-23 23:00:00,2025-07-23 23:00:00,anomaly
157B025030031,2025-07-24 22:00:00,2025-07-24 22:00:00,anomaly
157B025030031,2025-08-15 22:00:00,2025-08-15 22:00:00,anomaly
157B025030031,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030032,2025-06-16 00:00:00,2025-06-16 00:00:00,anomaly
157B025030032,2025-06-16 02:00:00,2025-06-16 03:00:00,anomaly
157B025030032,2025-06-16 14:00:00,2025-06-16 18:00:00,drain
157B025030032,2025-06-16 15:00:00,2025-06-16 19:00:00,drain
157B025030032,2025-06-19 02:00:00,2025-06-19 02:00:00,anomaly
157B025030032,2025-06-26 04:00:00,2025-06-26 04:00:00,anomaly
157B025030032,2025-06-18 19:00:00,2025-06-19 00:00:00,drain
157B025030032,2025-06-18 19:00:00,2025-06-19 00:00:00,drain
157B025030032,2025-07-14 23:00:00,2025-07-14 23:00:00,anomaly
157B025030032,2025-07-15 01:00:00,2025-07-15 01:00:00,anomaly
157B025030032,2025-07-15 23:00:00,2025-07-15 23:00:00,anomaly
157B025030032,2025-07-22 23:00:00,2025-07-22 23:00:00,anomaly
157B025030032,2025-07-23 22:00:00,2025-07-23 22:00:00,anomaly
157B025030032,2025-07-25 23:00:00,2025-07-26 03:00:00,drain
157B025030032,2025-07-26 01:00:00,2025-07-26 05:00:00,drain
157B025030032,2025-07-30 00:00:00,2025-07-30 00:00:00,anomaly
157B025030032,2025-07-31 03:00:00,2025-07-31 04:00:00,anomaly
157B025030032,2025-07-31 22:00:00,2025-07-31 22:00:00,anomaly
157B025030032,2025-08-01 00:00:00,2025-08-01 00:00:00,anomaly
157B025030032,2025-08-03 00:00:00,2025-08-03 00:00:00,anomaly
157B025030032,2025-08-03 02:00:00,2025-08-03 02:00:00,anomaly
157B025030032,2025-08-03 04:00:00,2025-08-03 04:00:00,anomaly
157B025030032,2025-08-14 01:00:00,2025-08-14 05:00:00,anomaly
157B025030032,2025-09-05 22:00:00,2025-09-05 23:00:00,anomaly
157B025030032,2025-09-06 01:00:00,2025-09-06 03:00:00,anomaly
157B025030032,2025-09-06 23:00:00,2025-09-06 23:00:00,anomaly
157B025030032,2025-09-07 23:00:00,2025-09-08 00:00:00,anomaly
157B025030032,2025-09-08 05:00:00,2025-09-08 05:00:00,anomaly
157B025030032,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030032,2025-09-11 05:00:00,2025-09-11 05:00:00,anomaly
157B025030032,2025-08-30 23:00:00,2025-08-31 06:00:00,drain
157B025030032,2025-09-06 09:00:00,2025-09-06 14:00:00,drain
157B025030032,2025-09-12 01:00:00,2025-09-12 06:00:00,drain
157B025030032,2025-07-31 11:00:00,2025-07-31 15:00:00,drain
157B025030032,2025-08-30 21:00:00,2025-08-31 01:00:00,drain
157B025030032,2025-08-30 22:00:00,2025-08-31 02:00:00,drain
157B025030032,2025-08-30 23:00:00,2025-08-31 03:00:00,drain
157B025030032,2025-08-31 00:00:00,2025-08-31 04:00:00,drain
157B025030032,2025-08-31 01:00:00,2025-08-31 05:00:00,drain
157B025030032,2025-09-06 09:00:00,2025-09-06 13:00:00,drain
157B025030032,2025-09-06 10:00:00,2025-09-06 14:00:00,drain
157B025030032,2025-09-12 01:00:00,2025-09-12 05:00:00,drain
157B025030032,2025-09-12 02:00:00,2025-09-12 06:00:00,drain
157B025030032,2025-09-12 20:00:00,2025-09-13 00:00:00,drain
157B025030032,2025-09-12 21:00:00,2025-09-13 01:00:00,drain
157B025030032,2025-09-12 22:00:00,2025-09-13 02:00:00,drain
157B025030032,2025-09-12 23:00:00,2025-09-13 03:00:00,drain
157B025030033,2025-06-15 01:00:00,2025-06-15 02:00:00,anomaly
157B025030033,2025-06-15 22:00:00,2025-06-16 02:00:00,drain
157B025030033,2025-06-15 23:00:00,2025-06-16 03:00:00,drain
157B025030033,2025-06-16 00:00:00,2025-06-16 04:00:00,drain
157B025030033,2025-06-16 01:00:00,2025-06-16 05:00:00,drain
157B025030033,2025-07-09 05:00:00,2025-07-09 05:00:00,anomaly
157B025030033,2025-07-10 05:00:00,2025-07-10 05:00:00,anomaly
157B025030033,2025-07-07 10:00:00,2025-07-07 14:00:00,drain
157B025030033,2025-07-22 02:00:00,2025-07-22 02:00:00,anomaly
157B025030033,2025-07-29 00:00:00,2025-07-29 00:00:00,anomaly
157B025030033,2025-07-31 03:00:00,2025-07-31 04:00:00,anomaly
157B025030033,2025-07-31 23:00:00,2025-08-01 00:00:00,anomaly
157B025030033,2025-08-03 04:00:00,2025-08-03 05:00:00,anomaly
157B025030033,2025-08-03 23:00:00,2025-08-03 23:00:00,anomaly
157B025030033,2025-08-04 23:00:00,2025-08-05 00:00:00,anomaly
157B025030033,2025-08-08 03:00:00,2025-08-08 03:00:00,anomaly
157B025030033,2025-08-08 05:00:00,2025-08-08 05:00:00,anomaly
157B025030033,2025-08-13 04:00:00,2025-08-13 04:00:00,anomaly
157B025030033,2025-08-17 23:00:00,2025-08-17 23:00:00,anomaly
157B025030033,2025-08-22 22:00:00,2025-08-22 22:00:00,anomaly
157B025030033,2025-08-23 02:00:00,2025-08-23 02:00:00,anomaly
157B025030033,2025-07-26 13:00:00,2025-07-26 17:00:00,drain
157B025030033,2025-08-03 11:00:00,2025-08-03 15:00:00,drain
157B025030033,2025-09-06 23:00:00,2025-09-06 23:00:00,anomaly
157B025030033,2025-09-07 22:00:00,2025-09-07 23:00:00,anomaly
157B025030034,2025-06-18 00:00:00,2025-06-18 00:00:00,anomaly
157B025030034,2025-06-18 02:00:00,2025-06-18 02:00:00,anomaly
157B025030034,2025-06-27 02:00:00,2025-06-27 05:00:00,anomaly
157B025030034,2025-08-06 22:00:00,2025-08-06 22:00:00,anomaly
157B025030034,2025-08-08 00:00:00,2025-08-08 00:00:00,anomaly
157B025030034,2025-08-15 00:00:00,2025-08-15 00:00:00,anomaly
157B025030034,2025-08-22 22:00:00,2025-08-22 22:00:00,anomaly
157B025030034,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030037,2025-06-16 02:00:00,2025-06-16 02:00:00,anomaly
157B025030037,2025-08-09 00:00:00,2025-08-09 01:00:00,anomaly
157B025030037,2025-09-05 23:00:00,2025-09-05 23:00:00,anomaly
157B025030039,2025-06-18 00:00:00,2025-06-18 00:00:00,anomaly
157B025030039,2025-06-19 00:00:00,2025-06-19 01:00:00,anomaly
157B025030039,2025-06-24 05:00:00,2025-06-24 05:00:00,anomaly
157B025030039,2025-06-25 01:00:00,2025-06-25 01:00:00,anomaly
157B025030039,2025-06-26 00:00:00,2025-06-26 00:00:00,anomaly
157B025030039,2025-06-27 00:00:00,2025-06-27 00:00:00,anomaly
157B025030039,2025-06-28 01:00:00,2025-06-28 01:00:00,anomaly
157B025030039,2025-06-29 00:00:00,2025-06-29 00:00:00,anomaly
157B025030039,2025-06-30 01:00:00,2025-06-30 01:00:00,anomaly
157B025030039,2025-06-30 03:00:00,2025-06-30 03:00:00,anomaly
157B025030039,2025-07-01 01:00:00,2025-07-01 01:00:00,anomaly
157B025030039,2025-07-01 23:00:00,2025-07-01 23:00:00,anomaly
157B025030039,2025-07-04 23:00:00,2025-07-04 23:00:00,anomaly
157B025030039,2025-07-05 23:00:00,2025-07-05 23:00:00,anomaly
157B025030039,2025-07-06 04:00:00,2025-07-06 04:00:00,anomaly
157B025030039,2025-07-07 23:00:00,2025-07-07 23:00:00,anomaly
157B025030039,2025-07-14 00:00:00,2025-07-14 00:00:00,anomaly
157B025030039,2025-07-14 22:00:00,2025-07-14 23:00:00,anomaly
157B025030039,2025-07-24 00:00:00,2025-07-24 00:00:00,anomaly
157B025030039,2025-07-31 03:00:00,2025-07-31 03:00:00,anomaly
157B025030039,2025-08-09 02:00:00,2025-08-09 02:00:00,anomaly
157B025030039,2025-08-17 02:00:00,2025-08-17 02:00:00,anomaly
157B025030039,2025-08-17 23:00:00,2025-08-17 23:00:00,anomaly
157B025030039,2025-08-18 02:00:00,2025-08-18 02:00:00,anomaly
157B025030039,2025-08-18 05:00:00,2025-08-18 05:00:00,anomaly
157B025030039,2025-08-22 02:00:00,2025-08-22 02:00:00,anomaly
157B025030039,2025-08-24 05:00:00,2025-08-24 05:00:00,anomaly
157B025030039,2025-08-28 00:00:00,2025-08-28 00:00:00,anomaly
157B025030039,2025-08-28 02:00:00,2025-08-28 02:00:00,anomaly
157B025030039,2025-08-28 23:00:00,2025-08-28 23:00:00,anomaly
157B025030039,2025-08-10 02:00:00,2025-08-10 06:00:00,drain
157B025030039,2025-07-14 06:00:00,2025-07-14 10:00:00,drain
157B025030039,2025-07-14 07:00:00,2025-07-14 11:00:00,drain
157B025030039,2025-08-10 00:00:00,2025-08-10 04:00:00,drain
157B025030039,2025-08-10 01:00:00,2025-08-10 05:00:00,drain
157B025030039,2025-08-10 02:00:00,2025-08-10 06:00:00,drain
157B025030042,2025-06-26 02:00:00,2025-06-26 02:00:00,anomaly
157B025030042,2025-06-27 00:00:00,2025-06-27 00:00:00,anomaly
157B025030042,2025-06-30 22:00:00,2025-06-30 22:00:00,anomaly
157B025030042,2025-06-25 07:00:00,2025-06-25 11:00:00,drain
157B025030042,2025-07-05 22:00:00,2025-07-05 22:00:00,anomaly
157B025030042,2025-07-06 01:00:00,2025-07-06 01:00:00,anomaly
157B025030042,2025-07-09 00:00:00,2025-07-09 00:00:00,anomaly
157B025030042,2025-07-11 02:00:00,2025-07-11 02:00:00,anomaly
157B025030042,2025-07-14 22:00:00,2025-07-14 22:00:00,anomaly
157B025030042,2025-07-21 00:00:00,2025-07-21 00:00:00,anomaly
157B025030042,2025-07-28 23:00:00,2025-07-28 23:00:00,anomaly
157B025030042,2025-07-30 22:00:00,2025-07-30 22:00:00,anomaly
157B025030042,2025-07-31 03:00:00,2025-07-31 03:00:00,anomaly
157B025030042,2025-08-02 22:00:00,2025-08-02 22:00:00,anomaly
157B025030042,2025-08-04 00:00:00,2025-08-04 00:00:00,anomaly
157B025030042,2025-08-04 03:00:00,2025-08-04 03:00:00,anomaly
157B025030042,2025-08-06 22:00:00,2025-08-06 22:00:00,anomaly
157B025030042,2025-08-07 00:00:00,2025-08-07 00:00:00,anomaly
157B025030042,2025-08-08 22:00:00,2025-08-08 22:00:00,anomaly
157B025030042,2025-08-09 05:00:00,2025-08-09 05:00:00,anomaly
157B025030042,2025-08-12 00:00:00,2025-08-12 00:00:00,anomaly
157B025030042,2025-08-12 05:00:00,2025-08-12 05:00:00,anomaly
157B025030042,2025-08-12 22:00:00,2025-08-12 22:00:00,anomaly
157B025030042,2025-08-13 23:00:00,2025-08-13 23:00:00,anomaly
157B025030042,2025-08-14 23:00:00,2025-08-14 23:00:00,anomaly
157B025030042,2025-08-16 22:00:00,2025-08-16 22:00:00,anomaly
157B025030042,2025-08-20 22:00:00,2025-08-20 22:00:00,anomaly
157B025030042,2025-08-22 22:00:00,2025-08-22 23:00:00,anomaly
157B025030042,2025-08-24 22:00:00,2025-08-24 22:00:00,anomaly
157B025030042,2025-08-27 00:00:00,2025-08-27 00:00:00,anomaly
157B025030042,2025-08-27 23:00:00,2025-08-27 23:00:00,anomaly
157B025030042,2025-08-28 23:00:00,2025-08-28 23:00:00,anomaly
157B025030042,2025-09-07 00:00:00,2025-09-07 00:00:00,anomaly
157B025030042,2025-09-07 23:00:00,2025-09-07 23:00:00,anomaly
157B025030042,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030042,2025-07-29 19:00:00,2025-07-30 00:00:00,drain
157B025030042,2025-07-29 20:00:00,2025-07-30 01:00:00,drain
157B025030042,2025-07-29 22:00:00,2025-07-30 02:00:00,drain
157B025030042,2025-08-04 10:00:00,2025-08-04 14:00:00,drain
157B025030044,2025-06-17 02:00:00,2025-06-17 02:00:00,anomaly
157B025030044,2025-06-24 23:00:00,2025-06-24 23:00:00,anomaly
157B025030044,2025-06-25 02:00:00,2025-06-25 02:00:00,anomaly
157B025030044,2025-06-26 02:00:00,2025-06-26 02:00:00,anomaly
157B025030044,2025-06-27 00:00:00,2025-06-27 01:00:00,anomaly
157B025030044,2025-06-28 23:00:00,2025-06-28 23:00:00,anomaly
157B025030044,2025-06-29 01:00:00,2025-06-29 01:00:00,anomaly
157B025030044,2025-06-30 23:00:00,2025-06-30 23:00:00,anomaly
157B025030044,2025-07-03 01:00:00,2025-07-03 01:00:00,anomaly
157B025030044,2025-07-03 23:00:00,2025-07-03 23:00:00,anomaly
157B025030044,2025-07-04 22:00:00,2025-07-04 23:00:00,anomaly
157B025030044,2025-07-07 01:00:00,2025-07-07 01:00:00,anomaly
157B025030044,2025-07-09 01:00:00,2025-07-09 01:00:00,anomaly
157B025030044,2025-07-11 23:00:00,2025-07-11 23:00:00,anomaly
157B025030044,2025-07-13 23:00:00,2025-07-14 00:00:00,anomaly
157B025030044,2025-07-14 23:00:00,2025-07-14 23:00:00,anomaly
157B025030044,2025-07-18 22:00:00,2025-07-18 23:00:00,anomaly
157B025030044,2025-07-31 07:00:00,2025-07-31 11:00:00,drain
157B025030044,2025-07-31 06:00:00,2025-07-31 10:00:00,drain
157B025030044,2025-07-31 07:00:00,2025-07-31 11:00:00,drain
157B025030044,2025-07-31 08:00:00,2025-07-31 12:00:00,drain
157B025030044,2025-08-07 07:00:00,2025-08-07 11:00:00,drain
157B025030044,2025-08-07 08:00:00,2025-08-07 12:00:00,drain
157B025030044,2025-08-15 23:00:00,2025-08-15 23:00:00,anomaly
157B025030044,2025-08-28 23:00:00,2025-08-28 23:00:00,anomaly
157B025030044,2025-09-05 22:00:00,2025-09-05 22:00:00,anomaly
157B025030044,2025-09-06 02:00:00,2025-09-06 02:00:00,anomaly
157B025030044,2025-09-06 05:00:00,2025-09-06 05:00:00,anomaly
157B025030044,2025-09-05 03:00:00,2025-09-05 07:00:00,drain
157B025030044,2025-09-05 04:00:00,2025-09-05 08:00:00,drain
157B025030044,2025-09-05 05:00:00,2025-09-05 09:00:00,drain
157B025030044,2025-09-05 06:00:00,2025-09-05 10:00:00,drain
157B025030046,2025-06-16 00:00:00,2025-06-16 00:00:00,anomaly
157B025030046,2025-06-17 01:00:00,2025-06-17 01:00:00,anomaly
157B025030046,2025-06-16 06:00:00,2025-06-16 10:00:00,drain
157B025030046,2025-06-16 07:00:00,2025-06-16 11:00:00,drain
157B025030046,2025-06-25 00:00:00,2025-06-25 00:00:00,anomaly
157B025030046,2025-06-25 02:00:00,2025-06-25 02:00:00,anomaly
157B025030046,2025-06-27 05:00:00,2025-06-27 05:00:00,anomaly
157B025030046,2025-06-30 23:00:00,2025-07-01 00:00:00,anomaly
157B025030046,2025-06-19 05:00:00,2025-06-19 11:00:00,drain
157B025030046,2025-07-07 04:00:00,2025-07-07 05:00:00,anomaly
157B025030046,2025-07-11 02:00:00,2025-07-11 04:00:00,anomaly
157B025030046,2025-07-11 21:00:00,2025-07-12 01:00:00,drain
157B025030046,2025-07-11 22:00:00,2025-07-12 03:00:00,drain
157B025030046,2025-07-11 23:00:00,2025-07-12 04:00:00,drain
157B025030046,2025-07-12 00:00:00,2025-07-12 05:00:00,drain
157B025030046,2025-07-18 23:00:00,2025-07-19 00:00:00,anomaly
157B025030046,2025-08-15 22:00:00,2025-08-16 03:00:00,anomaly
157B025030046,2025-08-23 00:00:00,2025-08-23 00:00:00,anomaly
157B025030046,2025-08-23 02:00:00,2025-08-23 03:00:00,anomaly
157B025030046,2025-08-28 22:00:00,2025-08-28 23:00:00,anomaly
157B025030046,2025-08-29 03:00:00,2025-08-29 05:00:00,anomaly
157B025030046,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030047,2025-06-16 02:00:00,2025-06-16 02:00:00,anomaly
157B025030047,2025-06-17 23:00:00,2025-06-17 23:00:00,anomaly
157B025030047,2025-06-21 01:00:00,2025-06-21 01:00:00,anomaly
157B025030047,2025-06-27 01:00:00,2025-06-27 02:00:00,anomaly
157B025030047,2025-06-29 00:00:00,2025-06-29 00:00:00,anomaly
157B025030047,2025-06-29 23:00:00,2025-06-29 23:00:00,anomaly
157B025030047,2025-06-30 02:00:00,2025-06-30 02:00:00,anomaly
157B025030047,2025-06-30 05:00:00,2025-06-30 05:00:00,anomaly
157B025030047,2025-07-02 03:00:00,2025-07-02 04:00:00,anomaly
157B025030047,2025-07-07 23:00:00,2025-07-08 00:00:00,anomaly
157B025030047,2025-07-14 00:00:00,2025-07-14 00:00:00,anomaly
157B025030047,2025-06-22 00:00:00,2025-06-22 05:00:00,drain
157B025030047,2025-06-28 15:00:00,2025-06-28 21:00:00,drain
157B025030047,2025-06-28 16:00:00,2025-06-28 22:00:00,drain
157B025030047,2025-07-22 04:00:00,2025-07-22 04:00:00,anomaly
157B025030047,2025-07-23 23:00:00,2025-07-23 23:00:00,anomaly
157B025030047,2025-07-27 01:00:00,2025-07-27 01:00:00,anomaly
157B025030047,2025-07-28 22:00:00,2025-07-28 22:00:00,anomaly
157B025030047,2025-07-29 03:00:00,2025-07-29 03:00:00,anomaly
157B025030047,2025-07-30 22:00:00,2025-07-30 22:00:00,anomaly
157B025030047,2025-07-31 03:00:00,2025-07-31 03:00:00,anomaly
157B025030047,2025-08-03 05:00:00,2025-08-03 05:00:00,anomaly
157B025030047,2025-08-06 23:00:00,2025-08-06 23:00:00,anomaly
157B025030047,2025-08-07 03:00:00,2025-08-07 03:00:00,anomaly
157B025030047,2025-07-27 21:00:00,2025-07-28 01:00:00,drain
157B025030047,2025-07-27 22:00:00,2025-07-28 02:00:00,drain
157B025030047,2025-07-27 23:00:00,2025-07-28 03:00:00,drain
157B025030047,2025-07-28 00:00:00,2025-07-28 04:00:00,drain
157B025030047,2025-08-11 23:00:00,2025-08-11 23:00:00,anomaly
157B025030047,2025-08-13 22:00:00,2025-08-13 22:00:00,anomaly
157B025030047,2025-08-15 00:00:00,2025-08-15 00:00:00,anomaly
157B025030047,2025-08-18 00:00:00,2025-08-18 01:00:00,anomaly
157B025030047,2025-08-18 23:00:00,2025-08-18 23:00:00,anomaly
157B025030047,2025-08-21 00:00:00,2025-08-21 00:00:00,anomaly
157B025030047,2025-08-22 22:00:00,2025-08-22 22:00:00,anomaly
157B025030047,2025-08-26 23:00:00,2025-08-26 23:00:00,anomaly
157B025030047,2025-09-06 01:00:00,2025-09-06 01:00:00,anomaly
157B025030047,2025-09-06 08:00:00,2025-09-06 12:00:00,drain
157B025030047,2025-09-07 22:00:00,2025-09-08 01:00:00,anomaly
157B025030047,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030047,2025-09-08 23:00:00,2025-09-09 03:00:00,drain
157B025030068,2025-06-17 09:00:00,2025-06-17 13:00:00,drain
157B025030068,2025-07-01 01:00:00,2025-07-01 05:00:00,drain
157B025030068,2025-07-01 02:00:00,2025-07-01 06:00:00,drain
157B025030068,2025-07-01 03:00:00,2025-07-01 07:00:00,drain
157B025030068,2025-07-01 04:00:00,2025-07-01 08:00:00,drain
157B025030068,2025-07-01 05:00:00,2025-07-01 09:00:00,drain
157B025030068,2025-07-04 23:00:00,2025-07-04 23:00:00,anomaly
157B025030068,2025-07-09 22:00:00,2025-07-09 22:00:00,anomaly
157B025030068,2025-07-10 22:00:00,2025-07-10 22:00:00,anomaly
157B025030068,2025-07-23 22:00:00,2025-07-23 22:00:00,anomaly
157B025030068,2025-07-27 22:00:00,2025-07-27 22:00:00,anomaly
157B025030068,2025-07-29 01:00:00,2025-07-29 01:00:00,anomaly
157B025030068,2025-07-31 04:00:00,2025-07-31 04:00:00,anomaly
157B025030068,2025-08-06 01:00:00,2025-08-06 02:00:00,anomaly
157B025030068,2025-08-09 02:00:00,2025-08-09 02:00:00,anomaly
157B025030068,2025-08-10 23:00:00,2025-08-10 23:00:00,anomaly
157B025030068,2025-08-14 23:00:00,2025-08-14 23:00:00,anomaly
157B025030068,2025-08-17 22:00:00,2025-08-17 22:00:00,anomaly
157B025030068,2025-09-07 23:00:00,2025-09-07 23:00:00,anomaly
157B025030068,2025-09-09 00:00:00,2025-09-09 00:00:00,anomaly
157B025030068,2025-09-09 02:00:00,2025-09-09 02:00:00,anomaly
157B025030068,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030068,2025-08-31 14:00:00,2025-08-31 18:00:00,drain
157B025030068,2025-08-31 15:00:00,2025-08-31 19:00:00,drain
157B025030068,2025-08-31 16:00:00,2025-08-31 20:00:00,drain
157B025030076,2025-06-19 03:00:00,2025-06-19 03:00:00,anomaly
157B025030076,2025-07-10 02:00:00,2025-07-10 02:00:00,anomaly
157B025030076,2025-07-26 22:00:00,2025-07-26 22:00:00,anomaly
157B025030076,2025-07-27 22:00:00,2025-07-27 22:00:00,anomaly
157B025030076,2025-07-30 02:00:00,2025-07-30 03:00:00,anomaly
157B025030076,2025-07-30 22:00:00,2025-07-30 22:00:00,anomaly
157B025030076,2025-07-31 03:00:00,2025-07-31 03:00:00,anomaly
157B025030076,2025-07-31 05:00:00,2025-07-31 05:00:00,anomaly
157B025030076,2025-08-21 04:00:00,2025-08-21 04:00:00,anomaly
157B025030076,2025-08-25 22:00:00,2025-08-26 02:00:00,drain
157B025030076,2025-07-09 18:00:00,2025-07-09 22:00:00,drain
157B025030076,2025-07-09 19:00:00,2025-07-09 23:00:00,drain
157B025030076,2025-07-09 20:00:00,2025-07-10 00:00:00,drain
157B025030076,2025-07-09 21:00:00,2025-07-10 01:00:00,drain
157B025030076,2025-07-28 21:00:00,2025-07-29 01:00:00,drain
157B025030076,2025-07-28 22:00:00,2025-07-29 02:00:00,drain
157B025030076,2025-07-28 23:00:00,2025-07-29 03:00:00,drain
157B025030076,2025-07-29 00:00:00,2025-07-29 04:00:00,drain
157B025030076,2025-08-25 20:00:00,2025-08-26 00:00:00,drain
157B025030076,2025-08-25 21:00:00,2025-08-26 01:00:00,drain
157B025030076,2025-08-25 22:00:00,2025-08-26 02:00:00,drain
157B025030076,2025-08-25 23:00:00,2025-08-26 03:00:00,drain
157B025030076,2025-08-26 00:00:00,2025-08-26 04:00:00,drain
157B025030077,2025-07-23 23:00:00,2025-07-23 23:00:00,anomaly
157B025030077,2025-08-09 02:00:00,2025-08-09 02:00:00,anomaly
157B025030077,2025-08-14 22:00:00,2025-08-14 23:00:00,anomaly
157B025030079,2025-06-17 05:00:00,2025-06-17 05:00:00,anomaly
157B025030079,2025-06-19 05:00:00,2025-06-19 05:00:00,anomaly
157B025030079,2025-06-28 02:00:00,2025-06-28 02:00:00,anomaly
