msgTime,farmName,sectionName,msgTimeStr,farmID,sectionID,liquidLevelValue,is_outlier,liquidLevel_clean
2025-06-15 00:10:50,中联峨桥智慧农业示范基地,61,1749946250000,47035753446400,65935709359150,1.1,False,1.1
2025-06-15 00:10:53,中联峨桥智慧农业示范基地,61,1749946253000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:10:55,中联峨桥智慧农业示范基地,61,1749946255000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:10:58,中联峨桥智慧农业示范基地,61,1749946258000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:11:03,中联峨桥智慧农业示范基地,61,1749946263000,47035753446400,65935709359150,1.1,False,1.1
2025-06-15 00:11:08,中联峨桥智慧农业示范基地,61,1749946268000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:11:11,中联峨桥智慧农业示范基地,61,1749946271000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:11:14,中联峨桥智慧农业示范基地,61,1749946274000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:11:19,中联峨桥智慧农业示范基地,61,1749946279000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:11:24,中联峨桥智慧农业示范基地,61,1749946284000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:11:26,中联峨桥智慧农业示范基地,61,1749946286000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:12:11,中联峨桥智慧农业示范基地,61,1749946331000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:13:11,中联峨桥智慧农业示范基地,61,1749946391000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:14:11,中联峨桥智慧农业示范基地,61,1749946451000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:15:12,中联峨桥智慧农业示范基地,61,1749946512000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:16:12,中联峨桥智慧农业示范基地,61,1749946572000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:50:46,中联峨桥智慧农业示范基地,61,1749948646000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:51:46,中联峨桥智慧农业示范基地,61,1749948706000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:52:46,中联峨桥智慧农业示范基地,61,1749948766000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:53:47,中联峨桥智慧农业示范基地,61,1749948827000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 00:54:47,中联峨桥智慧农业示范基地,61,1749948887000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 01:25:14,中联峨桥智慧农业示范基地,61,1749950714000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 01:26:15,中联峨桥智慧农业示范基地,61,1749950775000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 01:27:15,中联峨桥智慧农业示范基地,61,1749950835000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 01:28:15,中联峨桥智慧农业示范基地,61,1749950895000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 01:29:16,中联峨桥智慧农业示范基地,61,1749950956000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 02:04:49,中联峨桥智慧农业示范基地,61,1749953089000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 02:05:50,中联峨桥智慧农业示范基地,61,1749953150000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 02:06:50,中联峨桥智慧农业示范基地,61,1749953210000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 02:07:50,中联峨桥智慧农业示范基地,61,1749953270000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 02:08:51,中联峨桥智慧农业示范基地,61,1749953331000,47035753446400,65935709359150,1.2,False,1.2
2025-06-15 03:11:47,中联峨桥智慧农业示范基地,61,1749957107000,47035753446400,65935709359150,0.9,False,0.9
2025-06-15 03:11:49,中联峨桥智慧农业示范基地,61,1749957109000,47035753446400,65935709359150,0.9,False,0.9
2025-06-15 03:11:51,中联峨桥智慧农业示范基地,61,1749957111000,47035753446400,65935709359150,0.9,False,0.9
2025-06-15 03:11:55,中联峨桥智慧农业示范基地,61,1749957115000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:12:00,中联峨桥智慧农业示范基地,61,1749957120000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:12:06,中联峨桥智慧农业示范基地,61,1749957126000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:12:08,中联峨桥智慧农业示范基地,61,1749957128000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:12:11,中联峨桥智慧农业示范基地,61,1749957131000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:12:17,中联峨桥智慧农业示范基地,61,1749957137000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:12:21,中联峨桥智慧农业示范基地,61,1749957141000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:13:08,中联峨桥智慧农业示范基地,61,1749957188000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:14:08,中联峨桥智慧农业示范基地,61,1749957248000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:15:08,中联峨桥智慧农业示范基地,61,1749957308000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:16:09,中联峨桥智慧农业示范基地,61,1749957369000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:17:09,中联峨桥智慧农业示范基地,61,1749957429000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:52:15,中联峨桥智慧农业示范基地,61,1749959535000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:53:16,中联峨桥智慧农业示范基地,61,1749959596000,47035753446400,65935709359150,1.0,False,1.0
2025-06-15 03:54:16,中联峨桥智慧农业示范基地,61,1749959656000,47035753446400,65935709359150,1.0,False,1.0
