msgTime,farmName,sectionName,msgTimeStr,farmID,sectionID,liquidLevelValue,is_outlier,liquidLevel_clean
2025-06-15 00:50:21,中联峨桥智慧农业示范基地,72,1749948621000,47035753446400,65935709358280,0.3,False,0.3
2025-06-15 00:50:23,中联峨桥智慧农业示范基地,72,1749948623000,47035753446400,65935709358280,0.3,False,0.3
2025-06-15 00:50:25,中联峨桥智慧农业示范基地,72,1749948625000,47035753446400,65935709358280,0.3,False,0.3
2025-06-15 00:50:29,中联峨桥智慧农业示范基地,72,1749948629000,47035753446400,65935709358280,0.2,False,0.2
2025-06-15 00:50:34,中联峨桥智慧农业示范基地,72,1749948634000,47035753446400,65935709358280,0.2,False,0.2
2025-06-15 00:50:39,中联峨桥智慧农业示范基地,72,1749948639000,47035753446400,65935709358280,0.3,False,0.3
2025-06-15 00:50:41,中联峨桥智慧农业示范基地,72,1749948641000,47035753446400,65935709358280,0.3,False,0.3
2025-06-15 00:50:45,中联峨桥智慧农业示范基地,72,1749948645000,47035753446400,65935709358280,0.3,False,0.3
2025-06-15 00:50:50,中联峨桥智慧农业示范基地,72,1749948650000,47035753446400,65935709358280,0.2,False,0.2
2025-06-15 00:50:55,中联峨桥智慧农业示范基地,72,1749948655000,47035753446400,65935709358280,0.2,False,0.2
2025-06-15 00:51:24,中联峨桥智慧农业示范基地,72,1749948684000,47035753446400,65935709358280,0.2,False,0.2
2025-06-15 00:52:24,中联峨桥智慧农业示范基地,72,1749948744000,47035753446400,65935709358280,0.2,False,0.2
2025-06-15 00:53:24,中联峨桥智慧农业示范基地,72,1749948804000,47035753446400,65935709358280,0.2,False,0.2
2025-06-15 00:54:25,中联峨桥智慧农业示范基地,72,1749948865000,47035753446400,65935709358280,0.2,False,0.2
2025-06-15 00:55:25,中联峨桥智慧农业示范基地,72,1749948925000,47035753446400,65935709358280,0.2,False,0.2
2025-06-15 01:58:05,中联峨桥智慧农业示范基地,72,1749952685000,47035753446400,65935709358280,0.4,False,0.4
2025-06-15 01:58:08,中联峨桥智慧农业示范基地,72,1749952688000,47035753446400,65935709358280,0.4,False,0.4
2025-06-15 01:58:10,中联峨桥智慧农业示范基地,72,1749952690000,47035753446400,65935709358280,0.4,False,0.4
2025-06-15 01:58:13,中联峨桥智慧农业示范基地,72,1749952693000,47035753446400,65935709358280,0.4,False,0.4
2025-06-15 01:58:19,中联峨桥智慧农业示范基地,72,1749952699000,47035753446400,65935709358280,0.3,False,0.3
2025-06-15 01:58:24,中联峨桥智慧农业示范基地,72,1749952704000,47035753446400,65935709358280,0.3,False,0.3
2025-06-15 01:58:26,中联峨桥智慧农业示范基地,72,1749952706000,47035753446400,65935709358280,0.3,False,0.3
2025-06-15 01:58:29,中联峨桥智慧农业示范基地,72,1749952709000,47035753446400,65935709358280,0.3,False,0.3
2025-06-15 01:58:35,中联峨桥智慧农业示范基地,72,1749952715000,47035753446400,65935709358280,0.3,False,0.3
