farmName,sectionName,msgTimeStr,farmID,sectionID,liquidLevelValue,msgTime,is_outlier,liquidLevel_clean
中联峨桥智慧农业示范基地,003-1,1749948051000,47035753446400,65935709358100,4.0,2025-06-15 00:40:51,False,4.0
中联峨桥智慧农业示范基地,003-1,1749948112000,47035753446400,65935709358100,4.0,2025-06-15 00:41:52,False,4.0
中联峨桥智慧农业示范基地,003-1,1749948172000,47035753446400,65935709358100,4.0,2025-06-15 00:42:52,False,4.0
中联峨桥智慧农业示范基地,003-1,1749948233000,47035753446400,65935709358100,4.0,2025-06-15 00:43:53,False,4.0
中联峨桥智慧农业示范基地,003-1,1749948293000,47035753446400,65935709358100,4.0,2025-06-15 00:44:53,False,4.0
中联峨桥智慧农业示范基地,003-1,1749952163000,47035753446400,65935709358100,4.3,2025-06-15 01:49:23,False,4.3
中联峨桥智慧农业示范基地,003-1,1749952165000,47035753446400,65935709358100,4.3,2025-06-15 01:49:25,False,4.3
中联峨桥智慧农业示范基地,003-1,1749952167000,47035753446400,65935709358100,4.3,2025-06-15 01:49:27,False,4.3
中联峨桥智慧农业示范基地,003-1,1749952171000,47035753446400,65935709358100,4.3,2025-06-15 01:49:31,False,4.3
中联峨桥智慧农业示范基地,003-1,1749952176000,47035753446400,65935709358100,4.3,2025-06-15 01:49:36,False,4.3
中联峨桥智慧农业示范基地,003-1,1749952181000,47035753446400,65935709358100,4.2,2025-06-15 01:49:41,False,4.2
中联峨桥智慧农业示范基地,003-1,1749952183000,47035753446400,65935709358100,4.2,2025-06-15 01:49:43,False,4.2
中联峨桥智慧农业示范基地,003-1,1749952186000,47035753446400,65935709358100,4.2,2025-06-15 01:49:46,False,4.2
中联峨桥智慧农业示范基地,003-1,1749952191000,47035753446400,65935709358100,4.1,2025-06-15 01:49:51,False,4.1
中联峨桥智慧农业示范基地,003-1,1749952196000,47035753446400,65935709358100,4.1,2025-06-15 01:49:56,False,4.1
中联峨桥智慧农业示范基地,003-1,1749952198000,47035753446400,65935709358100,4.1,2025-06-15 01:49:58,False,4.1
中联峨桥智慧农业示范基地,003-1,1749952243000,47035753446400,65935709358100,4.1,2025-06-15 01:50:43,False,4.1
中联峨桥智慧农业示范基地,003-1,1749952304000,47035753446400,65935709358100,4.1,2025-06-15 01:51:44,False,4.1
中联峨桥智慧农业示范基地,003-1,1749952364000,47035753446400,65935709358100,4.1,2025-06-15 01:52:44,False,4.1
中联峨桥智慧农业示范基地,003-1,1749952424000,47035753446400,65935709358100,4.1,2025-06-15 01:53:44,False,4.1
中联峨桥智慧农业示范基地,003-1,1749952484000,47035753446400,65935709358100,4.1,2025-06-15 01:54:44,False,4.1
中联峨桥智慧农业示范基地,003-1,1749956315000,47035753446400,65935709358100,4.0,2025-06-15 02:58:35,False,4.0
中联峨桥智慧农业示范基地,003-1,1749956318000,47035753446400,65935709358100,4.0,2025-06-15 02:58:38,False,4.0
中联峨桥智慧农业示范基地,003-1,1749956320000,47035753446400,65935709358100,4.0,2025-06-15 02:58:40,False,4.0
中联峨桥智慧农业示范基地,003-1,1749956323000,47035753446400,65935709358100,4.0,2025-06-15 02:58:43,False,4.0
中联峨桥智慧农业示范基地,003-1,1749956329000,47035753446400,65935709358100,4.0,2025-06-15 02:58:49,False,4.0
中联峨桥智慧农业示范基地,003-1,1749956334000,47035753446400,65935709358100,4.0,2025-06-15 02:58:54,False,4.0
中联峨桥智慧农业示范基地,003-1,1749956336000,47035753446400,65935709358100,4.0,2025-06-15 02:58:56,False,4.0
中联峨桥智慧农业示范基地,003-1,1749956339000,47035753446400,65935709358100,4.1,2025-06-15 02:58:59,False,4.1
中联峨桥智慧农业示范基地,003-1,1749956344000,47035753446400,65935709358100,4.1,2025-06-15 02:59:04,False,4.1
中联峨桥智慧农业示范基地,003-1,1749956349000,47035753446400,65935709358100,4.0,2025-06-15 02:59:09,False,4.0
中联峨桥智慧农业示范基地,003-1,1749956363000,47035753446400,65935709358100,4.0,2025-06-15 02:59:23,False,4.0
中联峨桥智慧农业示范基地,003-1,1749956424000,47035753446400,65935709358100,4.0,2025-06-15 03:00:24,False,4.0
中联峨桥智慧农业示范基地,003-1,1749956484000,47035753446400,65935709358100,4.0,2025-06-15 03:01:24,False,4.0
