farmName,sectionName,msgTimeStr,farmID,sectionID,liquidLevelValue,msgTime,is_outlier,liquidLevel_clean
中联峨桥智慧农业示范基地,56-2,1749945766000,47035753446400,1914155719163326464,10.3,2025-06-15 00:02:46,False,10.3
中联峨桥智慧农业示范基地,56-2,1749945768000,47035753446400,1914155719163326464,10.4,2025-06-15 00:02:48,False,10.4
中联峨桥智慧农业示范基地,56-2,1749945770000,47035753446400,1914155719163326464,10.4,2025-06-15 00:02:50,False,10.4
中联峨桥智慧农业示范基地,56-2,1749945774000,47035753446400,1914155719163326464,10.4,2025-06-15 00:02:54,False,10.4
中联峨桥智慧农业示范基地,56-2,1749945779000,47035753446400,1914155719163326464,10.6,2025-06-15 00:02:59,False,10.6
中联峨桥智慧农业示范基地,56-2,1749945784000,47035753446400,1914155719163326464,10.7,2025-06-15 00:03:04,False,10.7
中联峨桥智慧农业示范基地,56-2,1749945786000,47035753446400,1914155719163326464,10.7,2025-06-15 00:03:06,False,10.7
中联峨桥智慧农业示范基地,56-2,1749945790000,47035753446400,1914155719163326464,10.7,2025-06-15 00:03:10,False,10.7
中联峨桥智慧农业示范基地,56-2,1749945795000,47035753446400,1914155719163326464,10.5,2025-06-15 00:03:15,False,10.5
中联峨桥智慧农业示范基地,56-2,1749945796000,47035753446400,1914155719163326464,10.5,2025-06-15 00:03:16,False,10.5
中联峨桥智慧农业示范基地,56-2,1749945800000,47035753446400,1914155719163326464,10.5,2025-06-15 00:03:20,False,10.5
中联峨桥智慧农业示范基地,56-2,1749945802000,47035753446400,1914155719163326464,10.5,2025-06-15 00:03:22,False,10.5
中联峨桥智慧农业示范基地,56-2,1749945857000,47035753446400,1914155719163326464,10.5,2025-06-15 00:04:17,False,10.5
中联峨桥智慧农业示范基地,56-2,1749945917000,47035753446400,1914155719163326464,10.5,2025-06-15 00:05:17,False,10.5
中联峨桥智慧农业示范基地,56-2,1749945978000,47035753446400,1914155719163326464,10.5,2025-06-15 00:06:18,False,10.5
中联峨桥智慧农业示范基地,56-2,1749946038000,47035753446400,1914155719163326464,10.5,2025-06-15 00:07:18,False,10.5
中联峨桥智慧农业示范基地,56-2,1749949911000,47035753446400,1914155719163326464,10.8,2025-06-15 01:11:51,False,10.8
中联峨桥智慧农业示范基地,56-2,1749949913000,47035753446400,1914155719163326464,10.7,2025-06-15 01:11:53,False,10.7
中联峨桥智慧农业示范基地,56-2,1749949915000,47035753446400,1914155719163326464,10.7,2025-06-15 01:11:55,False,10.7
中联峨桥智慧农业示范基地,56-2,1749949919000,47035753446400,1914155719163326464,10.7,2025-06-15 01:11:59,False,10.7
中联峨桥智慧农业示范基地,56-2,1749949924000,47035753446400,1914155719163326464,10.5,2025-06-15 01:12:04,False,10.5
中联峨桥智慧农业示范基地,56-2,1749949929000,47035753446400,1914155719163326464,10.6,2025-06-15 01:12:09,False,10.6
中联峨桥智慧农业示范基地,56-2,1749949931000,47035753446400,1914155719163326464,10.5,2025-06-15 01:12:11,False,10.5
中联峨桥智慧农业示范基地,56-2,1749949935000,47035753446400,1914155719163326464,10.5,2025-06-15 01:12:15,False,10.5
中联峨桥智慧农业示范基地,56-2,1749949940000,47035753446400,1914155719163326464,10.5,2025-06-15 01:12:20,False,10.5
中联峨桥智慧农业示范基地,56-2,1749949945000,47035753446400,1914155719163326464,10.6,2025-06-15 01:12:25,False,10.6
中联峨桥智慧农业示范基地,56-2,1749949974000,47035753446400,1914155719163326464,10.6,2025-06-15 01:12:54,False,10.6
中联峨桥智慧农业示范基地,56-2,1749950034000,47035753446400,1914155719163326464,10.6,2025-06-15 01:13:54,False,10.6
中联峨桥智慧农业示范基地,56-2,1749950094000,47035753446400,1914155719163326464,10.6,2025-06-15 01:14:54,False,10.6
中联峨桥智慧农业示范基地,56-2,1749950154000,47035753446400,1914155719163326464,10.6,2025-06-15 01:15:54,False,10.6
中联峨桥智慧农业示范基地,56-2,1749950214000,47035753446400,1914155719163326464,10.6,2025-06-15 01:16:54,False,10.6
中联峨桥智慧农业示范基地,56-2,1749950215000,47035753446400,1914155719163326464,10.6,2025-06-15 01:16:55,False,10.6
中联峨桥智慧农业示范基地,56-2,1749954037000,47035753446400,1914155719163326464,10.4,2025-06-15 02:20:37,False,10.4
中联峨桥智慧农业示范基地,56-2,1749954039000,47035753446400,1914155719163326464,10.2,2025-06-15 02:20:39,False,10.2
中联峨桥智慧农业示范基地,56-2,1749954041000,47035753446400,1914155719163326464,10.0,2025-06-15 02:20:41,False,10.0
中联峨桥智慧农业示范基地,56-2,1749954044000,47035753446400,1914155719163326464,10.0,2025-06-15 02:20:44,False,10.0
中联峨桥智慧农业示范基地,56-2,1749954050000,47035753446400,1914155719163326464,9.8,2025-06-15 02:20:50,False,9.8
中联峨桥智慧农业示范基地,56-2,1749954055000,47035753446400,1914155719163326464,9.9,2025-06-15 02:20:55,False,9.9
中联峨桥智慧农业示范基地,56-2,1749954057000,47035753446400,1914155719163326464,9.9,2025-06-15 02:20:57,False,9.9
中联峨桥智慧农业示范基地,56-2,1749954060000,47035753446400,1914155719163326464,9.9,2025-06-15 02:21:00,False,9.9
中联峨桥智慧农业示范基地,56-2,1749954065000,47035753446400,1914155719163326464,9.7,2025-06-15 02:21:05,False,9.7
中联峨桥智慧农业示范基地,56-2,1749954067000,47035753446400,1914155719163326464,9.7,2025-06-15 02:21:07,False,9.7
中联峨桥智慧农业示范基地,56-2,1749954070000,47035753446400,1914155719163326464,9.7,2025-06-15 02:21:10,False,9.7
中联峨桥智慧农业示范基地,56-2,1749954128000,47035753446400,1914155719163326464,9.7,2025-06-15 02:22:08,False,9.7
