msgTime,liquidLevelValue,liquidLevel_clean,is_outlier
2025-06-15 00:00:00,1.64,1.64,0.0
2025-06-15 01:00:00,1.7,1.7,0.0
2025-06-15 02:00:00,1.613,1.613,0.0
2025-06-15 03:00:00,1.712,1.712,0.0
2025-06-15 04:00:00,1.644,1.644,0.0
2025-06-15 05:00:00,1.7,1.7,0.0
2025-06-15 06:00:00,1.7,1.7,0.0
2025-06-15 07:00:00,1.707,1.707,0.0
2025-06-15 08:00:00,1.682,1.682,0.0
2025-06-15 09:00:00,1.7,1.7,0.0
2025-06-15 11:00:00,1.7,1.7,0.0
2025-06-15 12:00:00,1.733,1.733,0.0
2025-06-15 13:00:00,1.7,1.7,0.0
2025-06-15 14:00:00,1.7,1.7,0.0
2025-06-15 15:00:00,1.7,1.7,0.0
2025-06-15 16:00:00,1.693,1.693,0.0
2025-06-15 17:00:00,1.681,1.681,0.0
2025-06-15 19:00:00,1.74,1.74,0.0
2025-06-15 20:00:00,1.713,1.713,0.0
2025-06-15 21:00:00,1.7,1.7,0.0
2025-06-15 22:00:00,1.693,1.693,0.0
2025-06-15 23:00:00,1.193,1.193,0.0
2025-06-16 00:00:00,1.382,1.382,0.0
2025-06-16 01:00:00,1.527,1.527,0.0
2025-06-16 02:00:00,2.013,2.013,0.0
2025-06-16 04:00:00,2.1,2.1,0.0
2025-06-16 05:00:00,2.117,2.117,0.0
2025-06-16 06:00:00,2.038,2.038,0.0
2025-06-16 07:00:00,2.071,2.071,0.0
2025-06-16 08:00:00,2.025,2.025,0.0
2025-06-16 09:00:00,1.907,1.907,0.0
2025-06-16 10:00:00,1.9,1.9,0.0
2025-06-16 11:00:00,1.793,1.793,0.0
2025-06-16 12:00:00,1.806,1.806,0.0
2025-06-16 13:00:00,1.755,1.755,0.0
2025-06-16 14:00:00,1.8,1.8,0.0
2025-06-16 15:00:00,1.773,1.773,0.0
2025-06-16 16:00:00,1.675,1.675,0.0
2025-06-16 17:00:00,1.54,1.54,0.0
2025-06-16 18:00:00,1.631,1.631,0.0
2025-06-16 19:00:00,1.688,1.688,0.0
2025-06-16 20:00:00,1.58,1.58,0.0
2025-06-16 21:00:00,1.873,1.873,0.0
2025-06-16 23:00:00,1.788,1.788,0.0
2025-06-17 00:00:00,1.473,1.473,0.0
2025-06-17 01:00:00,1.7,1.7,0.0
2025-06-17 02:00:00,1.3,1.3,0.0
2025-06-17 03:00:00,2.396,2.396,0.0
2025-06-17 04:00:00,2.3,2.3,0.0
2025-06-17 05:00:00,2.2,2.2,0.0
2025-06-17 06:00:00,2.119,2.119,0.0
2025-06-17 07:00:00,2.033,2.033,0.0
2025-06-17 08:00:00,2.056,2.056,0.0
2025-06-17 09:00:00,2.013,2.013,0.0
2025-06-17 10:00:00,2.0,2.0,0.0
2025-06-17 11:00:00,1.881,1.881,0.0
2025-06-17 12:00:00,1.781,1.781,0.0
2025-06-17 13:00:00,1.7,1.7,0.0
2025-06-18 09:00:00,1.638,1.638,0.0
2025-06-18 10:00:00,1.313,1.313,0.0
2025-06-18 11:00:00,1.26,1.26,0.0
2025-06-18 12:00:00,1.783,1.783,0.0
2025-06-18 13:00:00,1.8,1.8,0.0
2025-06-18 14:00:00,1.793,1.793,0.0
2025-06-18 15:00:00,1.806,1.806,0.0
2025-06-18 16:00:00,1.8,1.8,0.0
2025-06-18 17:00:00,1.788,1.788,0.0
2025-06-18 18:00:00,1.7,1.7,0.0
2025-06-18 19:00:00,1.706,1.706,0.0
2025-06-18 20:00:00,1.7,1.7,0.0
2025-06-18 21:00:00,1.7,1.7,0.0
2025-06-18 22:00:00,1.7,1.7,0.0
2025-06-18 23:00:00,1.693,1.693,0.0
2025-06-19 00:00:00,1.217,1.217,0.0
2025-06-19 01:00:00,1.612,1.612,0.0
2025-06-19 02:00:00,2.007,2.007,0.0
2025-06-19 03:00:00,2.161,2.161,0.0
2025-06-19 04:00:00,2.325,2.325,0.0
2025-06-19 05:00:00,2.781,2.781,0.0
2025-06-19 07:00:00,3.261,3.261,0.0
2025-06-19 08:00:00,3.488,3.488,0.0
2025-06-19 09:00:00,3.125,3.125,0.0
2025-06-19 10:00:00,3.22,3.22,0.0
2025-06-19 12:00:00,2.729,2.729,0.0
2025-06-19 13:00:00,2.867,2.867,0.0
2025-06-19 14:00:00,2.644,2.644,0.0
2025-06-19 15:00:00,2.919,2.919,0.0
2025-06-19 16:00:00,2.84,2.84,0.0
2025-06-19 17:00:00,2.7,2.7,0.0
2025-06-19 18:00:00,2.569,2.569,0.0
2025-06-19 19:00:00,2.562,2.562,0.0
2025-06-19 20:00:00,2.5,2.5,0.0
2025-06-19 21:00:00,2.413,2.413,0.0
2025-06-19 22:00:00,2.34,2.34,0.0
2025-06-19 23:00:00,2.1,2.1,0.0
2025-06-20 00:00:00,1.975,1.975,0.0
2025-06-20 01:00:00,1.919,1.919,0.0
2025-06-20 02:00:00,1.882,1.882,0.0
2025-06-20 03:00:00,2.253,2.253,0.0
2025-06-20 04:00:00,2.293,2.293,0.0
2025-06-20 05:00:00,1.881,1.881,0.0
2025-06-20 06:00:00,1.919,1.919,0.0
2025-06-20 07:00:00,1.893,1.893,0.0
2025-06-20 08:00:00,2.025,2.025,0.0
2025-06-20 09:00:00,1.481,1.481,0.0
2025-06-20 10:00:00,1.65,1.65,0.0
2025-06-20 11:00:00,1.635,1.635,0.0
2025-06-20 12:00:00,1.185,1.185,0.0
2025-06-20 13:00:00,1.2,1.2,0.0
2025-06-20 14:00:00,1.219,1.219,0.0
2025-06-20 15:00:00,1.45,1.45,0.0
2025-06-20 16:00:00,1.138,1.138,0.0
2025-06-20 17:00:00,1.356,1.356,0.0
2025-06-20 18:00:00,1.219,1.219,0.0
2025-06-20 19:00:00,1.6,1.6,0.0
2025-06-20 20:00:00,1.48,1.48,0.0
2025-06-20 21:00:00,1.69,1.69,0.0
2025-06-20 22:00:00,1.7,1.7,0.0
2025-06-20 23:00:00,1.656,1.656,0.0
2025-06-21 00:00:00,1.82,1.82,0.0
2025-06-21 01:00:00,1.725,1.725,0.0
2025-06-21 02:00:00,1.731,1.731,0.0
2025-06-21 03:00:00,1.429,1.429,0.0
2025-06-21 04:00:00,1.533,1.533,0.0
2025-06-21 05:00:00,1.731,1.731,0.0
2025-06-21 07:00:00,1.667,1.667,0.0
2025-06-21 08:00:00,1.647,1.647,0.0
2025-06-21 09:00:00,1.706,1.706,0.0
2025-06-21 10:00:00,1.665,1.665,0.0
2025-06-21 11:00:00,1.782,1.782,0.0
2025-06-21 12:00:00,2.14,2.14,0.0
2025-06-21 13:00:00,2.347,2.347,0.0
2025-06-21 15:00:00,2.787,2.787,0.0
2025-06-21 16:00:00,3.313,3.313,0.0
2025-06-21 17:00:00,3.473,3.473,0.0
2025-06-21 18:00:00,3.544,3.544,0.0
2025-06-21 19:00:00,3.169,3.169,0.0
2025-06-21 20:00:00,2.847,2.847,0.0
2025-06-21 21:00:00,2.793,2.793,0.0
2025-06-21 22:00:00,2.9,2.9,0.0
2025-06-21 23:00:00,3.512,3.512,0.0
2025-06-22 00:00:00,3.206,3.206,0.0
2025-06-22 01:00:00,3.12,3.12,0.0
2025-06-22 02:00:00,2.782,2.782,0.0
2025-06-22 03:00:00,2.262,2.262,0.0
2025-06-22 04:00:00,1.867,1.867,0.0
2025-06-22 05:00:00,1.508,1.508,0.0
2025-06-22 06:00:00,1.5,1.5,0.0
2025-06-22 07:00:00,1.219,1.219,0.0
2025-06-22 08:00:00,1.95,1.95,0.0
2025-06-22 09:00:00,1.767,1.767,0.0
2025-06-22 10:00:00,1.788,1.788,0.0
2025-06-22 11:00:00,1.85,1.85,0.0
2025-06-22 12:00:00,1.82,1.82,0.0
2025-06-22 13:00:00,1.831,1.831,0.0
2025-06-22 14:00:00,1.8,1.8,0.0
2025-06-22 15:00:00,1.9,1.9,0.0
2025-06-22 16:00:00,2.05,2.05,0.0
2025-06-22 17:00:00,1.925,1.925,0.0
2025-06-22 18:00:00,1.953,1.953,0.0
